id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
30739104,7469,O Amante de Lady Chatterley,9896415986,9789896415983,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466708915l/30739104._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466708915l/30739104._SY75_.jpg,2016,5,,por,Relógio D'Água Editores,false,3249302,971,196162,334965,95675,4829,5:18073|4:30647|3:31811|2:11435|1:3709|total:95675,1928,,,3.50,11,1,"['17623', '7469', '3309212']","['D.H. Lawrence', 'Octavio Paz', 'António R. Salvador']","['3.59', '4.14', '3.57']",[],[],[],"A história da relação entre Constance Chatterley e Mellors, o guarda de caça do seu marido inválido, é o romance mais controverso de Lawrence e talvez o seu texto mais comovente sobre o amor. <br />Escrevendo para libertar as gerações que, a seu ver, consideravam o sexo um simples constrangimento ou ato mecânico, Lawrence disse sobre este livro: «Trabalhei sempre o mesmo tema, encarar a relação sexual não como algo vergonhoso, mas válido e precioso. Penso que neste romance fui mais longe do que em qualquer outro. Para mim, é uma obra bonita, terna e frágil, tal como a nudez.»<br /><br />«A sua religião foi a do começo, um começo que não é o dos antropólogos que estudam as sociedades primitivas; é o começo diário, esse primeiro dia que, cada dia, os amantes inventam.»<br />Octavio Paz em «A Religião Solar de D. H. Lawrence»<br /><br />«Na guerra interminável entre homens e mulheres, Lawrence luta em ambos os lados.»<br />Harold Bloom"
36539675,7469,La nueva analogía,,9786077242345,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509888927l/36539675._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509888927l/36539675._SY75_.jpg,2017,8,,spa,El Colegio Nacional,false,58268404,1,1,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],"""La era de la técnica es asimismo la del regreso de la poesía a su realidad original y a su función primordial, desviada durante toda la época de la modernidad: ser el modo privilegiado de la analogía universal.""<br /><br />A medio siglo de su incorporación como miembro de El Colegio Nacional, se reproduce en este volumen la lección inaugural que Octavio Paz, premio Nobel de Literatura 1990, ofreció en la ceremonia de ingreso celebrada el 1 de agosto de 1967."
9657375,7469,D'un mot à l'autre,2070204634,9782070204632,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427448925l/9657375._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427448925l/9657375._SX50_.jpg,1980,11,14,,Gallimard,false,14544958,2,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1980,11,14,4.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Rêvons-nous le temps? Le temps nous rêve-t-il, sommes-nous son rêve? Ces deux questions du grand poète mexicain constituent peut-être le feu central, l'indice de la transparence – et du secret – de l'ensemble de son œuvre.<br />Temps : gerbe d'eau et jet de glaives, pyramide sanglante et rivières du corps, pierre brûlante et flamme gelée, soleil pris dans la glace. Tous les jeux de l'espace et l'espace du jeu. Un art du saut périlleux : entre le chiffre et la lettre, entre la fusion et l'éclatement, entre miroir et grimoire. Autant de passerelles que, d'un mot à l'autre, Octavio Paz ne cesse de jeter, d'incendier et de jeter encore entre le silence du monde et la fureur du poème."
45298966,7469,Topoemas,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70015732,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
38085485,7469,El tráfago del mundo. Cartas de Octavio Paz a Jaime García Terrés 1952-1986,,9786071652584,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516209069l/38085485._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516209069l/38085485._SY75_.jpg,2,,,spa,Fondo de Cultura Económica,false,59752696,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['7469', '649339']","['Octavio Paz', 'Rafael Vargas']","['4.14', '3.73']",[],[],[],El tráfago del mundo. Cartas de Octavio Paz a Jaime García Terrés 1952-1986 reúne las cartas que Paz dirigió a García Terrés a lo largo de tres décadas y dan cuenta de una colaboración cercana que impulsó varias revistas y la difusión cultural en México. El acercamiento con autores de diferentes latitudes que eran recomendados para traducirse al español o que podrían aparecer en publicaciones como Revista de la Universidad o Revista Mexicana de Literatura. Las notas que acompañan la edición a cargo de Rafael Vargas logran enriquecer el corpus epistolar y honran el estrecho vínculo de amistad y colaboración que prevaleció entre ambos escritores.
36422728,7469,"Passione e lettura. Sul riso, il linguaggio e l'erotismo",8811656001,9788811656005,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508162731l/36422728._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508162731l/36422728._SY75_.jpg,1990,,,ita,Garzanti,false,58120978,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Passione e lettura sono due parole attraverso cui è possibile nominare l'attività saggistica e poetica di Octavio Paz. L'autore non esita, però, a mettere subito in discussione i concetti che esse indicano: la passione è un metodo al di là di qualsiasi regola («non sappiamo nulla delle nostre passioni, solo che nascono con noi»); la lettura è solo momento preliminare della contemplazione, «che è la forma più alta della comprensione perché include vedere e capire». Nel solco della grande tradizione novecentesca, ogni saggio di Octavio Paz è un racconto della cultura. Un libro, un'opera d'arte, le scoperte dell'antropologia o della linguistica entrano a far parte del saggio di Octavio Paz con la stessa radicale necessità con cui un'esperienza di vita viene trasformata in poesia o racconto. L'autore, osservando i fenomeni della cultura, li vede e li comprende: ne fa una storia. In questo libro, Octavio Paz raccoglie tre studi che sono esemplari, come scrittura e punto di vista, dell'intera sua opera, di cui toccano altrettanti temi fondamentali. Il riso delle statuette precolombiane, le virtualità ermeneutiche della traduzione, il fenomeno della glossolalia nelle religioni primitive, le teorie linguistiche di Whorf, l'opera di de Sade sono le occasioni da cui parte un'interrogazione più generale su riso, linguaggio ed erotismo come costanti in multiforme trasformazione dell'essere storico dell'uomo."
14735211,7469,"Obras completas, 13. Miscelánea I: primeros escritos",9681657357,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,11,23,,Fondo de Cultura Económica,false,20380716,1,5,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1999,,,4.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Este libro recoge ensayos y poesia de Octavio Paz escritos entre 1930 y 1945. Dice Paz en el prólogo: ""Este volumen reúne las tentativas de un escritor primerizo y sería quimérico pensar que alguna de ellas llegará a los ojos de nuestros descendientes [...]. Cualquiera que sea su mérito, las páginas incluidas en este volumen revelan las tentativas, los descubrimientos, las afinidades, las negaciones y, en fin, todo aquello que amaba y detestaba un joven escritor mexicano nutrido y formado por la vanguardia pero que al filo del medio siglo, sin renegar de ella, intentaba explorar otras vías""."
40240019,7469,Klarhedens skrift,8774832581,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,,,dan,Husets Forlag,false,62513626,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1975,,,4.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Octavio Paz´ Klarhedens skrift er fra 1975.<br />Den er ét stort, langt meditativt digt, hvor Paz gør poetisk status over livets mening og kærlighedens under:<br /><br />Klarhedens skrift er verdenspoesi med en æstetisk og filosofisk tyngde, der understreger digterens position som talerør for<br />poesiens suverænitet og digtersprogets erkendelsesmæssig funktion."
22471485,7469,Моя жизнь с волной,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,41912884,1,5,4,2,0,5:0|4:0|3:1|2:0|1:1|total:2,,,,2.00,2,0,"['7469', '8306470']","['Octavio Paz', 'Октавио Пас']","['4.14', '3.67']",[],[],[],
24345751,7469,Poesiealbum 72 - Octavio Paz,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508624063l/24345751._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508624063l/24345751._SY75_.jpg,,,,ger,,false,43927623,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
34829363,7469,Verhaal van twee tuinen,,9789029055932,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491756719l/34829363._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491756719l/34829363._SY75_.jpg,1999,,,nl,Meulenhoff,false,56055186,1,3,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['7469'],['Octavio Paz'],['4.14'],"['824348', '7873669', '3414273', '16700390', '9775522']","['Stefaan van den Bremt', 'J. Lechner', 'K. Michel', 'Guy Posson', 'Laurens Vancrevel']","['3.90', '3.81', '3.77', '3.79', '4.50']","De Mexicaanse dichter en essayist Octavio Paz (1914-1998), winnaar van de Nobelprijs voor literatuur 1990, was een van de grootste Spaanstalige dichters van deze eeuw. Zijn gedichten zijn diep geworteld in de werkelijkheid, met alle verrukkingen en verschrikkingen die zij biedt. Voor Paz is poëzie veel meer dan een individuele uiting van de dichter, het is 'het geheugen van het volk en de grote schepper van spoken', zoals hij eens zie. Paz heeft het engagement nooit geschuwd. Zo nam hij deel aan de strijd van de Internationale Brigade in de Spaanse burgeroorlog en was hij actief in de surrealistische beweging; hij was ook een gezaghebbend voorvechter van de democratie in Latijns-Amerika, en leverde felle kritiek op alle dictaturen van rechts en van links. Tegelijk was hij de pleitbezorger van de Indiaanse culturen en van de multiculturele samenleving, hetgeen vaak in zijn poëzie werd verwoord."
15635710,7469,Las Palabras Son Puentes,968622999X,9789686229998,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,1,,Editorial Vuelta,false,21292738,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
10948997,7469,"Mexico en la obra de Octavio Paz, III: Los privilegios de la vista: arte de Mexico",9681626389,9789681626389,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15866456,1,14,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2004,8,12,3.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
1082329,7469,Latin-American Plays,1854592491,9781854592491,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328704086l/1082329._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328704086l/1082329._SY75_.jpg,2000,4,1,,Nick Hern Books,false,1069074,1,6,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1997,4,1,3.00,1,0,"['3161293', '1367127', '107274', '22515', '7469', '129253']","['Sebastian Doggart', 'Carlos Fuentes', 'Griselda Gambaro', 'Mario Vargas Llosa', 'Octavio Paz', 'José Triana']","['3.33', '3.81', '3.61', '3.97', '4.14', '3.55']",[],[],[],"Plays by five of the most famous Latin-American authors to have emerged over the last 30 years.<br /><br />* Orchids in the Moonlight, by Carlos Fuentes<br />* Saying Yes, by Griselda Gambaro<br />* Mistress of Desires, by Mario Vargas Llosa<br />* Rappaccini's Daughter, by Octavio Paz<br />* Night of the Assassins, by José Triana"
30645334,7469,Discursos Premios Nobel: Tomo 1,1456353365,9781456353360,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,51185872,1,7,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['4548648', '4548647', '7469', '1285555', '4026', '957894', '275175', '3535', '749461', '1455', '11562', '13450', '599188']","['Amparo Osorio', 'Gonzalo Márquez Cristo', 'Octavio Paz', 'José Saramago', 'Pablo Neruda', 'Albert Camus', 'Saint-John Perse', 'William Faulkner', 'Günter Grass', 'Ernest Hemingway', 'Derek Walcott', 'Gabriel García Márquez', 'Salvatore Quasimodo']","['3.74', '3.76', '4.14', '4.02', '4.31', '4.00', '3.87', '3.85', '3.83', '3.83', '4.02', '3.97', '4.09']",[],[],[],"La presente antología autorizada por la Fundación Nobel, es el tributo de Común Presencia al pensamiento de once grandes creadores contemporáneos. La versión íntegra de sus discursos leídos ante la Academia Sueca, ha sido compilada y bellamente traducida de sus idiomas originales, con el criterio de mostrar sus reveladoras y vigentes reflexiones sobre nuestro trágico acontecer. Es enriquecedor entregar por primera vez en español este importante y poético testimonio humanístico, que amplía la percepción sobre el acto creativo, y nos compromete a “inventar en el planeta una paz que no sea la de la servidumbre” (Albert Camus), “para que al fin las puertas de la percepción se entreabran y aparezca el otro tiempo, el verdadero, el que buscábamos sin saberlo: el presente, la presencia” (Octavio Paz). Este Tomo 1 contiene los discursos de: Octavio Paz, José Saramago, Pablo Neruda, Albert Camus, Saint-John Perse, William Faulkner, Günter Grass, Ernest Hemingway, Derek Walcott, Gabriel García Márquez y Salvatore Quasimodo"
37662108,7469,À la lisière du temps / Le Voyage d'automne (Poésie),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59261272,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['181779', '7469']","['Claude Roy', 'Octavio Paz']","['3.79', '4.14']",[],[],[],
52202818,7469,Obra poética (1935-1998),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73006071,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
30069983,7469,O Livro dos hai-kais,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462137348l/30069983._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462137348l/30069983._SX50_.jpg,1987,,,por,Massao Ohno Editor/Aliança Cultural Brasil-Japão,false,50486259,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['229667', '62255', '15224034', '7469', '15224035']","['Kobayashi Issa', 'Yosa Buson', 'Bashô  Matsuo', 'Octavio Paz', 'Manabu Mabe']","['4.22', '4.28', '3.00', '4.14', '3.00']",['1161104'],['Olga Savary'],['3.90'],
36619096,7469,Бремя науки,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,58378240,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['7469', '8306470']","['Octavio Paz', 'Октавио Пас']","['4.14', '3.67']",[],[],[],
44030609,7469,Octavio Paz 1914 - 1998,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550384324l/44030609._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550384324l/44030609._SX50_.jpg,,,,spa,,false,68464648,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
35555360,7469,Každodenný oheň,,9788089816057,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498801157l/35555360._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498801157l/35555360._SX50_.jpg,2017,,,slo,Skalná ruža,false,56980950,1,2,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,['7469'],['Octavio Paz'],['4.14'],['5822983'],['Ján Zambor'],['3.86'],"Básnická zbierka mexického básnika, esejistu, diplomata a nositeľ Nobelovej ceny za literatúru (1990)."
41153989,7469,Het onbekende zelf - Fernando Pessoa,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562451958l/41153989._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562451958l/41153989._SY75_.jpg,,,,,,false,64327348,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
43804330,7469,"Παράξενοι έρωτες  (Φανταστικές Ιστορίες, #2)",9603220159,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549022364l/43804330._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549022364l/43804330._SX50_.jpg,1993,,,gre,Αιγόκερως,false,68159948,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['7469', '297340', '7622', '18791', '4624490', '441253', '7166908', '5219716']","['Octavio Paz', 'Hanns Heinz Ewers', 'Patricia Highsmith', 'Guy de Maupassant', 'Edgar Allan Poe', 'Alain Dorémieux', 'Μανώλης Κανελλής', 'Γιάννης Σολδάτος']","['4.14', '4.13', '3.87', '3.86', '4.17', '3.78', '3.00', '3.97']",[],[],[],Η ζωή μου με το κύμα<br />Το τέλος του Τζον Χάμιλτον Λέβελυν<br />Η φύση του πράγματος<br />Η κόμη<br />Λιγεία<br />Το τέλος ενός έρωτα<br />Η γυναίκα με τα παρθένα μάτια<br />Ανώμαλοι έρωτες
42680895,7469,Los hijos de la Malinche,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541646388l/42680895._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541646388l/42680895._SX50_.jpg,,,,spa,,false,66419602,2,10,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],
10531498,7469,The Transition: From Authoritarianism to Democracy in the Hispanic World,0917616871,9780917616877,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15437792,1,4,2,2,0,5:0|4:0|3:0|2:0|1:2|total:2,1987,1,1,1.00,2,0,"['12210155', '7469', '4661825', '4661826', '55756']","['Stephen  Schwartz', 'Octavio Paz', 'Eden Pastora', 'P.A. Cuadra', 'Heberto Padilla']","['3.30', '4.14', '1.00', '1.00', '3.92']",[],[],[],
37794694,7469,قصائد مختارة,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,,دار الأنوار,false,59458841,1,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
35103743,7469,"Uma terra, quatro ou cinco mundos",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494339932l/35103743._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494339932l/35103743._SX50_.jpg,1989,,,por,Presença,false,56410400,1,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Written with a poet's sensibility and a diplomat's sense of history, these essays view a contemporary world poised between the upheaval of the 1960s and the uncertainties of the 1980s with vision, freshness, and depth. Whether focusing on the prosperity without grandeur of contemporary Europe, the inconsistencies of American ""imperial democracy,"" the ""paralyzed mammoth"" of the Soviet totalitarian empire, or the ominous lesson of Iran and the pains and dangers of modernization, Paz's views of a dividing yet increasingly interdependent world are as clear as they are original. His closing plea for a Latin American style of democracy rooted in native traditions as an alternative to solutions tainted by violence provides an eloquent code to this sensitive and visionary collection of essays."
22565704,7469,به من گوش سپار چنان كه به باران,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403444121l/22565704._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403444121l/22565704._SY75_.jpg,,,,,مروارید,false,42028133,1,5,2,1,1,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,1,['7469'],['Octavio Paz'],['4.14'],['3071583'],['سعید سعیدپور'],['3.57'],
27769737,7469,"Obras Completas, Tomo VI",6071621372,9786071621375,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,8,21,,Fondo de Cultura Economica USA,false,47745916,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
46252906,7469,Obra poética (1935-1988),6070752864,9786070752865,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71235074,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
34521159,7469,Misterio,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,55653393,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
15467494,7469,El Port de Roses,8439317409,9788439317401,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,1,1,,Generalitat de C L I Obres Publi,false,21123858,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
50173194,7469,OBRAS COMPLETAS,6071618851,9786071618856,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75112725,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
34521162,7469,Monólogo,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,55653401,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
50370287,7469,Yay Ve Lir - 1 (Şiir Nedir?),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75322652,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
42937212,7469,Anch'io sono scrittura. L'autobiografia (SUR),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,66724864,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],['15940046'],['Nicola Maria'],['3.23'],
33016432,7469,"Centro Historico de la Ciudad de Mexico (The Historic Center of Mexico City), Artes de Mexico # 1 (Bilingual edition: Spanish/English)",970683026X,9789706830265,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,53665821,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7469', '4678845', '16095427', '6180608', '2090078', '793030', '67858', '1250356']","['Octavio Paz', 'Fernando Benítez', 'Leonor Cortina', 'José Ezequiel Iturriaga Sauco', 'Jorge Gamboa de Buen', 'Teodoro Gonzalez de Leon', 'Eduardo Matos Moctezuma', 'Luis Ortiz Macedo']","['4.14', '3.86', '0.0', '3.50', '4.00', '4.29', '4.05', '0.0']",[],[],[],
244968,7469,Mariposa De Obsidiana.,8434303434,9788434303430,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,6,,,Elliots Books,false,237348,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1993,6,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
44104670,7469,In India,8882463311,9788882463311,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551032183l/44104670._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551032183l/44104670._SY75_.jpg,2001,8,,ita,Ugo Guanda editore,false,68595245,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7469'],['Octavio Paz'],['4.14'],['4461574'],['Ilide Carmignani'],['3.84'],
