id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
10766861,570804,Le Rime Di Francesco Petrarca Di Su Gli Originali,1143306686,9781143306686,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15501745,246,4983,11134,2824,126,5:1002|4:936|3:662|2:170|1:54|total:2824,1336,,,3.94,3,0,"['72460', '570804', '4459969']","['Francesco Petrarca', 'Giosuè Carducci', 'Severino Ferrari']","['3.93', '3.54', '3.00']",[],[],[],
19253833,570804,Levia Gravia (Italian Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27300077,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,11,14,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
23573566,570804,Discorsi letterari e storici,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1913,5,,ita,Zanichelli,false,43172077,3,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1913,5,1,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
41202160,570804,Il Libro Delle Prefazioni (Classic Reprint),1391029070,9781391029078,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541006841l/41202160._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541006841l/41202160._SX50_.jpg,2018,8,6,,Forgotten Books,false,64388590,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Libro Delle Prefazioni<br /><br />Delle quali ora, poi che il Capitan Fra cassa vuole una prefazione anche a un libro di prefazioni, dir� quel tanto che pu� tornare in men biasimo di me e di esse. � naturale.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35471626,570804,Giacomo Leopardi: Con Note (Classic Reprint),028214336X,9780282143367,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497861848l/35471626._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497861848l/35471626._SX50_.jpg,2018,2,26,,Forgotten Books,false,56865520,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Giacomo Leopardi: Con Note<br /><br />Intanto il senatore Filippo Mariotti mente e anima del centenario leopardiano, intende a trarne vantaggio per gli studi, raccoglien done la direzione e la condotta nella Depu tazione di storia patria per le provincie del Piceno; dalla quale ha fatto deliberare, con altre cose, la impressione d' un catalogo della biblioteca di casa Leopardi qual era al tempo di Giacomo e premi a chi metta insieme altro catalogo descrittivo e ragionato degli sparsi manoscritti del poeta e una bibliografia leopardiana il pi� che sia possi bile ampia ed intera.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
28871661,570804,"Hume, Volume 7, Part 1",1296711455,9781296711450,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,10,19,,Arkose Press,false,49103861,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['570804', '13638502', '4030072']","['Giosuè Carducci', 'Alfred Tennyson', 'Francesco Zambrini']","['3.54', '4.08', '4.00']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
37172198,570804,Levia Gravia: Satana E Polemiche Sataniche (Classic Reprint),0282579605,9780282579609,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551971440l/37172198._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551971440l/37172198._SX50_.jpg,2018,12,10,,Forgotten Books,false,58949621,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Levia Gravia: Satana e Polemiche Sataniche<br /><br />Intanto su dal detrito della coltura di quindici anni avanti, che marcito a pi� de' vecchi tronchi rifermentava anch' esso in quel ribollimento di tutta la materia nazio nale, spampanavano allegramente, sotto gli stelloni delle vecchie albagie, con la vege tale facilit� delle debolezze, i rosolacci della nostra vanit� letteraria.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
34555986,570804,Garibaldi (Classic Reprint),0243897855,9780243897858,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547736039l/34555986._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547736039l/34555986._SX50_.jpg,2019,1,7,,Forgotten Books,false,55698678,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Garibaldi<br /><br />Ma voi non partivate in compagnia del l'amore: voi non potevate n� men dire il triste e caro addio ai genitori. E vi bisognava luggir di celato: voi non potevate n� men fermarvi sul Iimitar della patria a dar I' ultimo sguardo all' Italia, perocch� il gendarme v� in calzava alle piante. E avanti! Avanti fra il gelo autunnale e la tormenta. Avanti su per rocce di granito ove non sentiero, avanti con la fame nelle viscere, avanti nella notte e nel dolore, avanti fra gli amari compatimenti le prudenti dissuasioni la noncuranza elo scherno, e con la persuasione in cuore di trovar molte volte lo straniero ove cercavate il fratello.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
40090692,570804,Da Un Carteggio Inedito Di Giosue Carducci (Classic Reprint),0282843310,9780282843311,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526205038l/40090692._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526205038l/40090692._SX50_.jpg,2018,4,29,,Forgotten Books,false,62131451,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Da un Carteggio Inedito di Giosue Carducci<br /><br />Eppure la sua mente, se anche and� a poco a poco facendosi piu lenta a rendere i concetti e a dar forma adeguata alle im magini, si mantenne lucidissima e viva fino all'ultimo: e queste lettere, che giungono alla vigilia della sua morte, meravigliosa mente lo attestano.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
23573583,570804,Ricordi autobiografici,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1940,,,ita,Zanichelli,false,43172093,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1940,1,1,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
38278222,570804,Terze Odi Barbare (Classic Reprint),0483691771,9780483691773,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518359083l/38278222._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518359083l/38278222._SX50_.jpg,2019,2,5,,Forgotten Books,false,59948031,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Terze Odi Barbare<br /><br />Scendono. E in limpido fiume dilagano. Ove le rive e gli alberi E i colli e il tremulo riso de l' aere.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39114228,570804,Per Il Tricolore: Discorso Tenuto Da Giosue Carducci Nell'atrio del Palazzo Civico Di Reggio d'Emilia (Classic Reprint),0259291110,9780259291114,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526854623l/39114228._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526854623l/39114228._SX50_.jpg,2018,5,8,,Forgotten Books,false,60716563,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Per IL Tricolore: Discorso Tenuto da Giosue Carducci nell'Atrio del Palazzo Civico di Reggio d'Emilia<br /><br />Cio che noi facciamo ora, Cio che da cotesta lapide si commemora; � pi� che una festa, � pi� che un fatto. Noi celebriamo, 0 fratelli, il natale della patria.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
26440464,570804,"Letture del Risorgimento Italiano, Scelte E Ordinate Da Giosue Carducci (1719-1870) (Classic Reprint)",1332386792,9781332386796,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542017763l/26440464._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542017763l/26440464._SX50_.jpg,2018,10,23,,Forgotten Books,false,46445329,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,7,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Letture del Risorgimento Italiano, Scelte e Ordinate da Giosue Carducci (1719-1870)<br /><br />4. Depo questi cominciamenti, per maggior agevolez'za nel procedere la storia del Risorgimento e della sua letteratura puo essere spartita in tre periodi eguali.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
36865358,570804,Bozzetti Critici E Discorsi Letterari (Classic Reprint),0260739375,9780260739377,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516003481l/36865358._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516003481l/36865358._SX50_.jpg,2019,1,24,,Forgotten Books,false,58632465,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Bozzetti Critici e Discorsi Letterari<br /><br />Di amore e sapienza, e fin nel romanzo la introduce, fin nella trattazione di quistioni storiche, religiose, politiche.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37733772,570804,"Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento, Vol. 19: Parte V, Chronicon Fratris Hieronymi de Forlivio, AB Anno MCCCXCVII Usque Ad Annum MCCCCXXXIII (Classic Reprint)",0484228625,9780484228626,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,1,,Forgotten Books,false,59361296,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Raccolta Degli Storici Italiani dal Cinquecento al Millecinquecento, Vol. 19: Parte V, Chronicon Fratris Hieronymi De Forlivio, Ab Anno MCCCXCVII Usque Ad Annum MCCCCXXXIII<br /><br />Gli Annales Forolivienses presentano ancora la legatura antica in mezza pelle oscura e legno, nelle altre tre opere la legatura � stata rinnovata nel settecento in mezza pelle verde e cartoncino. Al verso del cartoncino, per il Chronicon di Fra Girolamo, abbiamo la indicazione: Phillipps 4545 e al primo foglio di guardia il n. 100. � certo che il codice del Borselli appartenne per qualche tempo a un Guerrini e a un Padovani, ma per il Chronicon Ci� non risulta.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39360475,570804,"Il ""�a Ira"" (Classic Reprint)",0364697717,9780364697719,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522239066l/39360475._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522239066l/39360475._SX50_.jpg,2018,5,28,,Forgotten Books,false,61028878,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL ""�a Ira""<br /><br />In tanto reputo mio debito ringraziare pubblicamente tutti que' giornali e quelle riviste che fecero buon giudizio del mio dimesso commento.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38950425,570804,"Da ""bozzetti E Scherme"": Il Secondo Centenario Di L. A. Muratori; Don Quixote (Classic Reprint)",0259465569,9780259465560,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549272620l/38950425._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549272620l/38950425._SX50_.jpg,2019,1,28,,Forgotten Books,false,60528140,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Da ""Bozzetti e Scherme"" IL Secondo Centenario di L. A. Muratori; Don Quixote<br /><br />A un tempo e grave, quasi conscio che coteste giubbe lunghe venivano ora, cosi per ceri monia, a rendere omaggio alla memoria di un grande e onesto uomo uscito di lui.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37370355,570804,Cacce in Rima Dei Secoli XIV E XV (Classic Reprint),0282835776,9780282835774,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525224085l/37370355._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525224085l/37370355._SX50_.jpg,2018,4,22,,Forgotten Books,false,59037707,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Cacce in Rima dei Secoli XIV e XV<br /><br />Sono qui raccolte le non molte rime nessuna spero ne sia, sfuggita, e pochissime e di picciol conto credo rimaste ignote) che nei vecchi mano scritti han nome di Cacce da essi gli autori e da'maestri che le intonarono per musica: perocclie' occorre dir subito che le si trovano specialmente nei codici musicali, come quelle che tutte, o quasi, erano destinate al canto.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
23573598,570804,Prose (1859-1903),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1905,,,ita,Zanichelli,false,43172104,4,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1905,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
35136975,570804,"Rime E Ritmi, Vol. 8: Con Note (Classic Reprint)",0259828572,9780259828570,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495017495l/35136975._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495017495l/35136975._SX50_.jpg,2018,4,22,,Forgotten Books,false,56462085,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Rime e Ritmi, Vol. 8: Con Note<br /><br />Si come nubi, si come cantici fuggon l'etadi brevi de gli uomini dinanzi da gli occhi smarriti.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37607223,570804,La Bicocca Di S. Giacomo Di Giosue Carducci: Preceduta Da Una Illustrazione Storica del Colonnello Francesco Sclavo Con Alcuni Scritti Di G. C. Abba E Di Ugo Brilli (Classic Reprint),0332465381,9780332465388,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517136571l/37607223._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517136571l/37607223._SX50_.jpg,2018,12,10,,Forgotten Books,false,59213317,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from La Bicocca di S. Giacomo di Giosue Carducci: Preceduta da una Illustrazione Storica del Colonnello Francesco Sclavo con Alcuni Scritti di G. C. Abba e di Ugo Brilli<br /><br />Jeunesse qui, desirez suivre les trages de vos ance tres et devos camarades, rappelez vous bien qu'en tous temps nos peres ont joui de la meme rep utation que vous au noble metier des armes: accourez donc et croyez que je ne me suis trompe en disant que vous etes toujours les memes Piemonta.is braves et belliqueux.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
32109506,570804,"Rerum Italicarum Scriptores; Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento Ordinata Da L.A. Muratori. Nuova Ed. Riv. Ampliata E Corr. Con La Direzione Di Giosue Carducci; Volumen 27, PT.3, F.1",1363346466,9781363346462,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494436696l/32109506._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494436696l/32109506._SX50_.jpg,2016,8,26,,Wentworth Press,false,52752833,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['2783049', '570804']","['Lodovico Antonio Muratori', 'Giosuè Carducci']","['0.0', '3.54']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
32112743,570804,"Rerum Italicarum Scriptores; Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento Ordinata Da L.A. Muratori. Nuova Ed. Riv. Ampliata E Corr. Con La Direzione Di Giosue Carducci; Volumen 23, PT. 3",1363792733,9781363792733,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,27,,Wentworth Press,false,52755414,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['2783049', '570804']","['Lodovico Antonio Muratori', 'Giosuè Carducci']","['0.0', '3.54']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
