id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
33126392,19405,Anna Karenina,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SY75_.jpg,1980,,,ger,Bertelsmann,false,2507928,582,299521,2574374,635729,22735,5:263116|4:208420|3:113142|2:34637|1:16414|total:635729,1877,,,4.05,0,0,"['128382', '1227575', '19405']","['Leo Tolstoy', 'August Scholz', 'Thomas Mann']","['4.06', '3.80', '3.94']",[],[],[],"Wer liebt, hat recht – und wie in allen großen Liebesromanen der Weltliteratur führt dieses Recht auch in ›Anna Karenina‹ zum Ausbruch aus der Gesellschaft, zu Verzweiflung und tragischem Scheitern. Woran aber scheitert die große Liebe Anna Kareninas eigentlich? Scheitert sie an den Liebenden selbst, die irgendwann den Wunsch haben, »wieder etwas wünschen zu können«? Oder scheitert sie an der Macht der Gesellschaft, die nichts so sehr hasst wie ein Paar, das einfach nur dauerhaft glücklich sein will?"
6077693,19405,Rey De Las Ratas,8401321751,9788401321757,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411043753l/6077693._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411043753l/6077693._SY75_.jpg,,,,spa,,false,1899209,94,52078,133855,32320,852,5:12924|4:12320|3:5976|2:927|1:173|total:32320,1962,,,4.14,5,0,"['6417', '19405']","['James Clavell', 'Thomas Mann']","['4.30', '3.94']",[],[],[],"The time is World War II. The place is a brutal prison camp deep in Japanese-occupied territory. Here, within the seething mass of humanity, one man, an American corporal, seeks dominance over both captives and captors alike. His weapons are human courage, unblinking understanding of human weaknesses, and total willingness to exploit every opportunity to enlarge his power and corrupt or destroy anyone who stands in his path."
53061,19405,Death in Venice,0060576170,9780060576172,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410132000l/53061._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410132000l/53061._SY75_.jpg,2005,5,31,eng,Ecco,false,17413130,102,69114,129842,34801,1835,5:9233|4:12145|3:9320|2:3034|1:1069|total:34801,1911,,,3.73,24285,954,"['19405', '1432']","['Thomas Mann', 'Michael Cunningham']","['3.94', '3.84']",['66349'],['Michael Henry Heim'],['3.96'],"The world-famous masterpiece by Nobel laureate Thomas Mann -- here in a new translation by Michael Henry Heim.<br /><br />Published on the eve of World War I, a decade after Buddenbrooks had established Thomas Mann as a literary celebrity, Death in Venice tells the story of Gustav von Aschenbach, a successful but aging writer who follows his wanderlust to Venice in search of spiritual fulfillment that instead leads to his erotic doom.<br />In the decaying city, besieged by an unnamed epidemic, he becomes obsessed with an exquisite Polish boy, Tadzio. ""It is a story of the voluptuousness of doom,"" Mann wrote. ""But the problem I had especially in mind was that of the artist's dignity."""
9665829,19405,Faust,8817008346,9788817008341,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327528645l/9665829._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327528645l/9665829._SY75_.jpg,2007,1,1,ita,Biblioteca Universale Rizzoli,false,24158213,1441,80464,117462,29635,1252,5:10459|4:10402|3:6522|2:1741|1:511|total:29635,1832,,,3.96,40,5,"['285217', '19405', '4224307']","['Johann Wolfgang von Goethe', 'Thomas Mann', 'Giulio Schiavoni']","['3.80', '3.94', '3.82']",['5555360'],['Guido Manacorda'],['4.05'],"Creando il personaggio dello scienziato che, tentato da Mefistofele, vende la propria anima in cambio di giovinezza, sapienza e potere, Goethe ha dato forma a un simbolo dell'umanità, divisa tra bene e male, sete di conoscenza e consapevolezza del limite, dannazione e redenzione. Il volume offre questo classico nella traduzione di Manacorda, che alterna prosa e poesia, e contiene un saggio di Thomas Mann che introduce il volume. Nato come lezione tenuta nel 1939 all'Università di Princeton, il testo ripercorre i contrasti alla radice dell'opera: il sostrato popolare e il debito nei confronti della tradizione letteraria, il registro ironico e la tensione verso l'indeterminato, l'anima nordica e il respiro universale."
80890,19405,Buddenbrooks: The Decline of a Family,0679417370,9780679417378,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337128414l/80890._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337128414l/80890._SY75_.jpg,1994,10,4,eng,Everyman's Library,false,3458174,311,54417,85236,20511,1036,5:9175|4:6963|3:3131|2:874|1:368|total:20511,1901,,,4.16,15562,520,"['19405', '43226']","['Thomas Mann', 'T.J. Reed']","['3.94', '4.14']",['60286'],['John E. Woods'],['4.09'],"Buddenbrooks, first published in Germany in 1901, when Mann was only twenty-six, has become a classic of modern literature.<br /><br />It is the story of four generations of a wealthy bourgeois family in northern Germany facing the advent of modernity; in an uncertain new world, the family’s bonds and traditions begin to disintegrate. As Mann charts the Buddenbrooks’ decline from prosperity to bankruptcy, from moral and psychic soundness to sickly piety, artistic decadence, and madness, he ushers the reader into a world of stunning vitality, pieced together from births and funerals, weddings and divorces, recipes, gossip, and earthy humor.<br /><br />In its immensity of scope, richness of detail, and fullness of humanity, buddenbrooks surpasses all other modern family chronicles. With remarkable fidelity to the original German text, this superb translation emphasizes the magnificent scale of Mann’s achievement in this riveting, tragic novel."
18756071,19405,Nanà,8804545054,9788804545057,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458427648l/18756071._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458427648l/18756071._SY75_.jpg,1995,,,ita,Mondadori,false,89633,655,40411,76519,19992,620,5:5852|4:7328|3:4874|2:1387|1:551|total:19992,1880,,,3.83,21,2,"['4750', '6537817', '4792132', '19405']","['Émile Zola', 'Sestilio Montanelli', 'Roberta Maccagnani', 'Thomas Mann']","['3.93', '3.56', '3.53', '3.94']",[],[],[],"Nanà Coupeau è fuggita dalla sua famiglia e dalla miseria. Diventata attrice, si diverte a umiliare i suoi spasimanti, primo fra tutti il conte Muffat, che la mantiene principescamente. Incapace di amare altri che il suo bambino, avida di lusso e di piaceri, Nanà finisce coll'essere abbandonata da Muffat e col rovinarsi economicamente. Morirà di vaiolo, mentre nelle strade echeggia l'annuncio della dichiarazione di guerra alla Prussia."
53064,19405,Death in Venice and Other Tales,0141181737,9780141181738,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309376701l/53064._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309376701l/53064._SY75_.jpg,1999,5,1,eng,Penguin Classics,false,3458170,74,36482,76395,19596,691,5:6322|4:7091|3:4499|2:1240|1:444|total:19596,1911,,,3.90,15047,350,['19405'],['Thomas Mann'],['3.94'],['10749'],['Joachim Neugroschel'],['3.88'],"Featuring his world-famous masterpiece, ""Death in Venice,"" this new collection of Nobel laureate Thomas Mann's stories and novellas reveals his artistic evolution. In this new, widely acclaimed translation that restores the controversial passages that were cut out of the original English version, ""Death in Venice"" tells about a ruinous quest for love and beauty amid degenerating splendor. Gustav von Aschenbach, a successful but lonely author, travels to the Queen of the Adriatic in search of an elusive spiritual fulfillment that turns into his erotic doom. Spellbound by a beautiful Polish boy, he finds himself fettered to this hypnotic city of sun-drenched sensuality and eerie physical decay. Also included in this volume are eleven other stories by Mann: ""Tonio Kroger,"" ""Gladius Dei,"" ""The Blood of the Walsungs,"" ""The Will for Happiness,"" ""Little Herr Friedmann,"" ""Tobias Mindernickel,"" ""Little Lizzy,"" ""Tristan,"" ""The Starvelings,"" ""The Wunderkind,"" and ""Harsh Hour."" All of the stories collected here display Mann's inimitable use of irony, his subtle characterizations, and superb, complex plots."
34440,19405,Doctor Faustus,0375701168,9780375701160,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189005l/34440._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189005l/34440._SX50_.jpg,1999,7,27,eng,Vintage,false,3180640,192,32619,38693,9485,514,5:3907|4:3243|3:1681|2:489|1:165|total:9485,1947,,,4.08,7942,322,['19405'],['Thomas Mann'],['3.94'],['60286'],['John E. Woods'],['4.09'],"Thomas Mann's last great novel, first published in 1947 and now rendered into English by acclaimed translator John E. Woods, is a modern reworking of the Faust legend, in which Germany sells its soul to the Devil. Mann's protagonist, the composer Adrian Leverkühn, is the flower of German culture, a brilliant, isolated, overreaching figure, his radical new music a breakneck game played by art at the very edge of impossibility. In return for twenty-four years of unparalleled musical accomplishment, he bargains away his soul - and the ability to love his fellow man.<br /><br />Leverkühn's life story is a brilliant allegory of the rise of the Third Reich, of Germany's renunciation of its own humanity and its embrace of ambition and its nihilism. It is also Mann's most profound meditation on the German genius - both national and individual - and the terrible responsibilities of the truly great artist."
13448782,19405,Le affinità elettive,8806186906,9788806186906,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328126693l/13448782._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328126693l/13448782._SY75_.jpg,2007,,,ita,Einaudi,false,1426173,322,16783,26948,7215,365,5:1883|4:2540|3:1953|2:675|1:164|total:7215,1809,,,3.73,74,7,"['285217', '19405']","['Johann Wolfgang von Goethe', 'Thomas Mann']","['3.80', '3.94']",['1374947'],['Massimo Mila'],['3.99'],"Il solido matrimonio di Edoardo e Carlotta viene scosso dall'arrivo del Capitano e della giovanissima Ottilia. Ben presto le affinità elettive tendono a unire da una parte Edoardo e Ottilia e dall'altra Carlotta e il Capitano. Se Edoardo si abbandona alla passione, inebriato dai propri sentimenti, Carlotta cerca invece di frenarsi e far vincere la ragione, mentre Ottilia, «la più dolce figlia della natura che sia uscita dalle mani di un artista» (Thomas Mann), risponde alla legge dell'istinto con un sentimento totale ma rigoroso e castissimo. Un capolavoro della letteratura di tutti i tempi nell'eccezionale traduzione di Massimo Mila, che sottrae «al limbo dei così detti ""classici"" un'opera che può ben dirsi una delle sorprendenti ""primizie"" del romanzo moderno»."
21937473,19405,"Anna Karenina, Vol. 1 of 2",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483261478l/21937473._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483261478l/21937473._SX50_.jpg,1939,,,eng,Random House,false,54495886,208,10874,22822,5615,266,5:2318|4:1890|3:1015|2:235|1:157|total:5615,1877,4,,4.06,5,0,"['128382', '19405', '3527107']","['Leo Tolstoy', 'Thomas Mann', 'Philip Reisman']","['4.06', '3.94', '4.26']",['69892'],['Constance Garnett'],['4.03'],"Anna Karenina is a novel by the Russian writer Leo Tolstoy, published in serial installments from 1873 to 1877 in the periodical The Russian Messenger. Tolstoy clashed with its editor Mikhail Katkov over issues that arose in the final installment; therefore, the novel's first complete appearance was in book form. Widely regarded as a pinnacle in realist fiction, Tolstoy considered Anna Karenina his first true novel, when he came to consider War and Peace to be more than a novel. The character of Anna was likely inspired, in part, by Maria Hartung, the elder daughter of the Russian poet Alexander Pushkin. Soon after meeting her at dinner, Tolstoy began reading Pushkin's prose and once had a fleeting daydream of ""a bare exquisite aristocratic elbow,"" which proved to be the first intimation of Anna's character."
53009130,19405,"This I Believe: The Personal Philosophies of Remarkable Men and Women (This I Believe, #1)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,105520,18,11881,22090,5734,876,5:1596|4:2254|3:1408|2:394|1:82|total:5734,2006,9,21,3.85,3,0,"['220732', '295002', '33716', '776587', '7491530', '2238', '19558133', '41906', '19558134', '19558135', '615290', '6446010', '83456', '267234', '3929829', '435676', '19558136', '9810', '60609', '18637079', '464269', '23470', '19558137', '5103', '581059', '509', '204715', '44559', '19558138', '16327332', '47790', '1567', '1775429', '19558139', '3851408', '19558140', '267', '45337', '205', '19558141', '19038', '134143', '4448360', '19558142', '7275', '376791', '19558143', '8933', '19405', '2748128', '42851', '2278', '1223135', '19558144', '14959160', '5151', '141891', '417823', '466887', '138507', '6654373', '19558145', '19558146', '237853', '44566', '19558147', '16380', '264856', '17634588', '2908685', '275544', '157779', '57108', '9392', '761243', '4279652', '5458318', '6878', '19558148', '19558149', '8111', '512490', '178884', '1371256']","['Jay Allison', 'Dan Gediman', 'Studs Terkel', 'Sarah Adams', 'Phyllis Allen', 'Isabel Allende', 'Elvia Bauista', 'Leonard Bernstein', 'William F. Buckley, Jr.', 'Nven Busch', 'Benjamin Carson', 'Greg  Chapman', 'Warren Christopher', 'Mary Cook', 'Kathy Dahlen', 'William O. Douglas', 'Elizabeth Deutsch Earle', 'Albert Einstein', 'Eve Ensler', 'Anthony Fauci', 'John W. Fountain', 'Bill  Gates', 'Cecile Gilmer', 'Newt Gingrich', 'Brian Grazer', 'Brian Greene', 'Ted Gup', 'Norman Corwin', 'Susan Cosio', 'Miles Goodwin', 'Martha Graham', 'Temple Grandin', 'Debbie Hall', 'Jane Hamill', 'Oscar Hammerstein II', 'Victor Hanson', 'Joy Harjo', 'Helen Hayes', 'Robert A. Heinlein', 'Maximillian Hodder', 'Kay Redfield Jamison', 'Penn Jillette', 'Pius Kamau', 'Ruth Kamps', 'Helen Keller', 'Harold Hongju Koh', 'Jackie Lantry', 'Alan Lightman', 'Thomas Mann', 'George Mardikian', 'John McCain', 'Rick Moody', 'Errol Morris', 'Michael Mullane', 'Cecilia Muñoz', 'Azar Nafisi', 'Gregory Orr', 'Eboo Patel', 'Steve Porter', 'Colin Powell', 'Frederic Reamer', 'Jamaica Ritcher', 'Josh Rittenberg', 'Jackie Robinson', 'Eleanor Roosevelt', 'Mel Rusnov', 'Carl Sandburg', 'Margaret Sanger', 'Colleen Shaddox', 'Jason Sheehan', 'Mark Shields', 'Wallace Stegner', 'Gloria Steinem', 'Andrew Sullivan', 'Deirdre Sullivan', 'Harold Taw', 'Arnold Joseph Toynbee', 'John Updike', 'Loudon Wain Wright III', 'Frank X Walker', 'Rebecca West', 'Jody Williams', 'Edward R. Murrow', 'Uncredited']","['3.87', '3.88', '4.14', '3.81', '3.64', '3.97', '4.00', '4.27', '4.00', '4.00', '4.25', '4.24', '4.06', '4.01', '4.33', '3.89', '4.00', '4.08', '3.92', '4.49', '3.91', '3.82', '4.00', '4.02', '3.39', '4.08', '3.67', '4.15', '4.00', '4.00', '4.20', '4.08', '3.71', '4.00', '4.16', '4.00', '4.23', '3.73', '3.94', '4.00', '4.05', '4.04', '3.82', '4.00', '4.08', '3.63', '4.00', '3.93', '3.94', '4.36', '3.92', '3.61', '3.85', '4.00', '3.54', '3.64', '4.13', '3.97', '4.30', '4.02', '4.00', '4.00', '4.00', '3.97', '4.14', '4.00', '4.13', '3.61', '4.43', '3.58', '4.25', '4.16', '4.00', '3.74', '3.88', '2.76', '3.93', '3.80', '4.00', '4.00', '3.86', '4.13', '4.23', '3.26']",[],[],[],"""A welcome change from the sloganeering, political mudslinging and products of spin doctors.""--""The Philadelphia Inquirer"""""" Based on the NPR series of the same name, ""This I Believe"" features eighty Americans--from the famous to the unknown--completing the thought that the book's title begins. Each piece compels readers to rethink not only how they have arrived at their own personal beliefs but also the extent to which they share them with others.<br />Featuring many renowned contributors--including Isabel Allende, Colin Powell, Gloria Steinem, William F. Buckley Jr., Penn Jillette, Bill Gates, and John Updike--the collection also contains essays by a Brooklyn lawyer; a part-time hospital clerk in Rehoboth, Massachusetts; a woman who sells yellow pages advertising in Fort Worth, Texas; and a man who serves on Rhode Island's parole board.<br />The result is a stirring and provocative trip inside the minds and hearts of a diverse group of people whose beliefs--and the incredibly varied ways in which they choose to express them--reveal the American spirit at its best."
82660,19405,Tonio Kröger,185399345X,9781853993459,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451357578l/82660._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451357578l/82660._SY75_.jpg,2013,4,1,eng,Bristol Classical Press,false,2306313,8,9327,20535,5511,227,5:1443|4:1890|3:1543|2:496|1:139|total:5511,1903,,,3.73,3758,104,"['19405', '16222652', '1112712']","['Thomas Mann', 'John J.   White', 'Ann White']","['3.94', '3.79', '3.79']",[],[],[],"A title in the Bristol Classical Press German Texts series, in German with English notes, vocabulary and introduction. Thomas Mann (1875-1955), was awarded the Nobel Prize for literature in 1929, and ""Tonio Kroger"" occupies a central position in his spiritual and artistic development. A study of youth, it draws together many strands of his life and work: the duality of his parentage; his abhorrence of discipline; and the influence of Schopenhauer and Wagner on his early phase of writing."
99483,19405,"Confessions of Felix Krull, Confidence Man: The Early Years",0679739041,9780679739043,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,3,31,eng,Vintage,false,2563005,123,6788,13088,3365,169,5:1023|4:1259|3:827|2:200|1:56|total:3365,1954,,,3.89,2566,97,['19405'],['Thomas Mann'],['3.94'],['86827'],['Denver Lindley'],['4.27'],"Thomas Mann's final novel recounts the strange and entranced career of the gifted swindler, Felix Krull, through his childhood and early manhood. Krull is a man unhampered by moral precepts that govern the conduct of ordinary mortals, and this natural lack of scruple, coupled with his formidable mental and physical endowments, enables him to develop the arts of subterfuge and deception with astonishing success and to rise swiftly from poverty to affluence. Following Krull along the shady paths his nature has destined him to take, the reader moves through a world peopled by bizarre characters from the lowest to the highest reaches of European society. Chameleon-like, Krull readily adapts himself to the situation of the moment, and so adept in the practices of chicanery does he become that his victims almost seem to count themselves privileged. And so it is too with the women who encounter the irresistible Krull, for where Krull is, the normal laws of human behavior are in suspense.<br /><br />Originally the character of Felix Krull appeared in a short story Mann wrote in 1911. The story wasn't published until 1936, in the book <i>Stories of Three Decades</i> along with 23 other stories written from 1896 to 1929, the year in which he was awarded the Nobel Prize for Literature. Much later, he expanded the original story into a novel, managing to finish and publish Part 1, ""The Early Years,"" of the <i>Confessions of Felix Krull</i> to great public success. Due to Mann's death in 1955 the saga of the morally flexible and irresistible con-man remains unfinished."
51237195,19405,The Soul's Code: In Search of Character and Calling,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581632672l/51237195._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581632672l/51237195._SX50_.jpg,2020,1,21,eng,Blackstone Publishing,false,3251362,30,7859,11782,2956,158,5:1152|4:940|3:607|2:184|1:73|total:2956,1996,8,13,3.99,1,0,"['18521', '2755169', '127253', '19285648', '19405', '6765', '14704', '38185', '879', '38285', '57798', '20017171', '20017172', '129', '233593', '23129', '44566', '15435', '426909', '3253', '31665', '30099', '11978', '459967', '131914']","['James Hillman', 'John Lescault', 'Ella Fitzgerald', 'Mohandas K. Gandhi', 'Thomas Mann', 'Virginia Woolf', 'Plotinus', 'Mary Renault', 'Plato', 'C.G. Jung', 'Robert Wright', 'M. Merleau-Ponty', 'Vladimir Nabakov', 'Jerome Kagan', 'W.H. Auden', 'Robertson Davies', 'Eleanor Roosevelt', 'William Carlos Williams', 'Jerome Bruner', 'Pablo Picasso', 'Edward Hopper', 'Joseph Chilton Pearce', 'John Keats', 'Josephine Baker', 'Edgar Wind']","['4.17', '3.79', '3.45', '4.14', '3.94', '3.88', '4.06', '4.06', '4.01', '4.21', '4.02', '1.00', '1.00', '3.73', '4.17', '4.11', '4.14', '4.13', '4.01', '4.07', '3.84', '4.14', '4.18', '3.92', '4.03']",[],[],[],"Plato called it ""daimon,"" the Romans ""genius,"" the Christians ""guardian angel""; and today we use such terms as ""heart,"" ""spirit,"" and ""soul,"" While philosophers and psychologists from Plato to Jung have studied and debated the fundamental essence of our individuality, our modern culture refuses to accept that a unique soul guides each of us from birth, shaping the course of our lives. In this extraordinary best seller, James Hillman presents a brilliant vision of ourselves, and an exciting approach to the mystery at the center of every life that asks, ""What is it, in my heart, that I must do, be, and have? And why?""<br /><br />Drawing on the biographies of figures such as Ella Fitzgerald and Mohandas K. Gandhi, Hillman argues that character is fate, that there is more to each individual than can be explained by genetics and environment. The result is a reasoned and powerful road map to understanding our true nature and discovering an eye-opening array of choices - from the way we raise our children to our career paths to our social and personal commitments to achieving excellence in our time.<br /><br />Praise for 'THE SOUL'S CODE'<br /><br />""Champions a glorious sort of rugged individualism that, with the help of an inner daimon (or guardian angel), can triumph against all odds.""<br />('THE WASHINGTON POST BOOK WORLD')<br /><br />""[A] brilliant, absorbing work. . .Hillman dares us to believe that we are each meant to be here, that we are needed by the world around us.""<br />('PUBLISHERS WEEKLY')<br /><br /><br /><br />RUNNING TIME ➼ 10hrs. and 55mins.<br /><br />©1996, 2013 James Hillman (P)2020 Blackstone Publishing"
20026403,19405,Selected European Short Stories (Classic Books on CD Collection) [UNABRIDGED],1606460641,9781606460641,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1037952,41,5822,11517,2781,106,5:1096|4:1111|3:464|2:91|1:19|total:2781,1880,,,4.14,0,0,"['18791', '6076026', '5031025', '19405', '93931', '277654', '2497075', '1614824']","['Guy de Maupassant', 'Saki', 'Anton Chekhov', 'Thomas Mann', 'Flo Gibson', 'Grover Gardner', 'John   MacDonald', 'Jack Hrkach']","['3.86', '3.94', '3.96', '3.94', '3.83', '3.90', '4.04', '3.83']",[],[],[],"Classic favorites, include Guy de Maupassant s The Duel and The Umbrella, Saki s The Schartz-Metterklume Method, The Open Window, and The Story Teller, Anton Chekhov s The Scandal Monger and Verochka and Thomas Mann s The Wardrobe. (Two CDs)"
539128,19405,Mario and the Magician,1568490356,9781568490359,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399963837l/539128._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399963837l/539128._SY75_.jpg,1991,12,1,,Buccaneer Books,false,2083163,43,4497,8935,2587,100,5:442|4:823|3:890|2:331|1:101|total:2587,1929,,,3.45,1632,37,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Mario and the Magician is one of Mann's most political stories. Mann openly criticizes fascism, a choice which later became one of the grounds for his exile to Switzerland following Hitler's rise to power. The sorcerer, Cipolla, is analogous to the fascist dictators of the era with their fiery speeches and rhetoric. The story was especially timely, considering the tensions in Europe when it was written. Stalin had just seized power in Russia, Mussolini was urging Italians to recapture the glory of the Roman Empire, and Hitler with his rhetoric was quickly gaining steam in Germany."
38659148,19405,The Marquise of O— and Other Stories,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519159026l/38659148._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519159026l/38659148._SY75_.jpg,1962,,,eng,Signet,false,320839,44,5504,8092,2051,110,5:737|4:678|3:456|2:147|1:33|total:2051,1808,,,3.95,0,0,"['54427', '19405']","['Heinrich von Kleist', 'Thomas Mann']","['3.54', '3.94']",['16983572'],['Martin Greenberg'],['3.76'],"From 'The Marquis of O--', in which a woman is made pregnant without her knowledge, to the vivid and inexplicable suffering portrayed in 'The Earthquake in Chile', his stories are those of a man swimming against the tide of the German Enlightenment, unable to believe in the idealistic humanism of his day, and who sees human nature as irrational, ambiguous and baffling. It is this loss of faith, together witrh his vulnerability and disequilibrium, his pronounced sense of evil, his desperate challenge to established values and beliefs, that carries Kleist more forcefully than Goethe or Schiller across the gap between the eighteenth century and today."
40930595,19405,Чудната история на Петер Шлемил / Peter Schlemihls wundersame Geschichte,9545163089,9789545163089,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532379783l/40930595._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532379783l/40930595._SY75_.jpg,2013,,,mul,Летера,false,1230252,289,3923,8027,2194,157,5:491|4:759|3:701|2:190|1:53|total:2194,1813,,,3.66,3,0,"['314999', '18232780', '6702700', '16071', '13645762', '19405', '6448601', '7267068', '18232781']","['Adelbert von Chamisso', 'Алдеберт фон Шамисо', 'Светла Черпокова', 'Heinrich Heine', 'Хайнрих Хайне', 'Thomas Mann', 'Томас Ман', 'E.T.A. Hoffmann', 'Е.Т.А. Хофман']","['3.67', '4.00', '4.50', '3.90', '4.33', '3.94', '4.19', '3.83', '4.44']","['4108541', '6702685', '6702686']","['Елисавета Кузманова', 'Страшимир Джамджиев', 'Тодор Берберов']","['4.20', '4.48', '4.00']","Французин по произход, Лоис Чарлс-Аделаид Шамисо, който живее в Германия и твори на немски език е паж на пруската кралица, офицер в пруската армия, пътешественик, естествоизпитател, учен-ботаник, писател... Аделберт фон Шамисо е интересна и самотна фигура с безспорно място в историята на немския романтизъм.<br /><br />„Чудната история на Петер Шлемил“ (1814) е средищно, еталонно произведение за немската романтическа поетика и естетика, жанрово разколебано между приказка, роман и новела. Централният фаустов мотив за договор с дявола е разработен в духа на отрицание на все по-агресивното овеществяване на духовното в обществото на бюргери и филистери.<br /><br />Настоящото издание, под съставителството на Светла Черпокова, представя новелата в оригинал и превод на Елисавета Кузманова, придружена от задълбочена историческа и литературнокритическа интерпретация."
21937489,19405,"Anna Karenina, Vol. 2 of 2",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483261162l/21937489._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483261162l/21937489._SX50_.jpg,1939,,,eng,Random House,false,45852285,195,4050,7622,1840,178,5:802|4:632|3:298|2:82|1:26|total:1840,1877,,,4.14,13,0,"['128382', '3527107', '19405']","['Leo Tolstoy', 'Philip Reisman', 'Thomas Mann']","['4.06', '4.26', '3.94']",['69892'],['Constance Garnett'],['4.03'],"v.2, pp 523-969"
88076,19405,Joseph and His Brothers,1400040019,9781400040018,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320550455l/88076._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320550455l/88076._SY75_.jpg,2005,5,10,eng,Everyman's Library (Knopf),false,2563027,43,7664,6788,1533,124,5:946|4:357|3:183|2:34|1:13|total:1533,1943,,,4.43,1340,91,"['19405', '60286']","['Thomas Mann', 'John E. Woods']","['3.94', '4.09']",[],[],[],"This remarkable new translation of the Nobel Prize-winner’s great masterpiece is a major literary event.<br /><br />Thomas Mann regarded his monumental retelling of the biblical story of Joseph as his magnum opus. He conceived of the four parts–The Stories of Jacob, Young Joseph, Joseph in Egypt, and Joseph the Provider–as a unified narrative, a “mythological novel” of Joseph’s fall into slavery and his rise to be lord over Egypt. Deploying lavish, persuasive detail, Mann conjures for us the world of patriarchs and pharaohs, the ancient civilizations of Egypt, Mesopotamia, and Palestine, and the universal force of human love in all its beauty, desperation, absurdity, and pain. The result is a brilliant amalgam of humor, emotion, psychological insight, and epic grandeur.<br /><br />Now the award-winning translator John E. Woods gives us a definitive new English version of <i>Joseph and His Brothers</i> that is worthy of Mann’s achievement, revealing the novel’s exuberant polyphony of ancient and modern voices, a rich music that is by turns elegant, coarse, and sublime.<br />--front flap"
