id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7624502,749461,1984,3763228551,9783763228553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY75_.jpg,,,,ger,Büchergilde Gutenberg,false,153313,1485,4597605,12303187,2942180,65096,5:1373395|4:964597|3:429393|2:114850|1:59945|total:2942180,1949,6,8,4.18,56,0,"['3706', '410686', '749461', '7182211', '8788', '101894']","['George Orwell', 'Iring Fetscher', 'Günter Grass', 'Adolf Muschg', 'Erich Fromm', 'Heinz Ludwig Arnold']","['4.07', '3.92', '3.83', '3.38', '4.09', '3.90']",[],[],[],"Among the seminal texts of the 20th century, <i>Nineteen Eighty-Four</i> is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written."
36115066,749461,Aquadichte aus dem Norden,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503567776l/36115066._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503567776l/36115066._SX50_.jpg,,,,ger,Günter Grass-Haus,false,57705655,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
8474007,749461,Buriki No Taiko 1,4087600378,9784087600377,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328102850l/8474007._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328102850l/8474007._SX50_.jpg,1978,9,20,jpn,,false,44233118,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
771975,749461,Mit Sophie in die Pilze gegangen,3882430702,9783882430707,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427988658l/771975._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427988658l/771975._SX50_.jpg,1987,1,1,,Steidl,false,758028,3,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1987,,,3.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
11728787,749461,Die Deutschen Und Ihre Dichter,3423120274,9783423120272,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,9,1,,Deutscher Taschenbuch Verlag,false,16677389,1,6,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1995,,,3.00,1,0,"['749461', '1589555']","['Günter Grass', 'Daniela Hermes']","['3.83', '3.29']",[],[],[],
9165872,749461,Vatertag,3882434015,9783882434019,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384876585l/9165872.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384876585l/9165872._SY75_.jpg,1998,4,,ger,Steidl,false,14044987,2,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1998,4,,3.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
4341056,749461,Vom Abenteuer der Aufklärung: Werkstattgespräche,3882436379,9783882436372,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340095373l/4341056.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340095373l/4341056._SY75_.jpg,1999,,,ger,Steidl,false,4388961,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1999,1,1,3.00,1,0,"['749461', '591598']","['Günter Grass', 'Harro Zimmermann']","['3.83', '4.70']",[],[],[],
35282108,749461,BALLERINE (LA),2868690009,9782868690005,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,56643657,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
27790189,749461,Kort en goed: De beste kortste verhalen uit de wereldliteratuur,9053337792,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527444195l/27790189._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527444195l/27790189._SY75_.jpg,2001,,,nl,Uitgeverij Prometheus,false,47765881,1,9,2,1,1,5:0|4:0|3:0|2:1|1:0|total:1,2001,,,2.00,1,1,"['14664167', '44694', '518796', '3565', '749461', '1730', '164143', '1455', '9399', '29963', '1873', '38706', '704581', '117707']","['Michel Ondaatje', 'Harry Mulisch', 'Connie Palmen', 'Oscar Wilde', 'Günter Grass', 'Umberto Eco', 'Remco Campert', 'Ernest Hemingway', 'Jeanette Winterson', 'W.B. Yeats', 'David Guterson', 'Italo Svevo', 'Martin Bril', 'Louis Couperus']","['2.00', '3.71', '3.64', '4.10', '3.83', '3.95', '3.33', '3.83', '3.84', '4.16', '3.80', '3.75', '3.50', '3.60']",[],[],[],"Een komedie in een handomdraai, een tragedie in een notendop; dat goede schrijvers soms maar weinig woorden nodig hebben, bewijst Kort &amp; Goed. Deze rijke en gevarieerde bundel bevat de beste verhalen van de grote talenten op de literaire korte baan. Soms gaat het om een kleine gebeurtenis vol betekenis, een andere keer om een trieste of juist grappige anekdote, dan weer lijkt een hele roman samengevat in enkele bladzijden.<br /><br />Afwisselend ontroerend en hilarisch, ironisch en weemoedig - in Kort &amp; Goed, de opvolger van het succesvolle Korter dan kort, zijn de meesters van het ultrakorte genre verzameld, van klassieke auteurs als Tjechov en Couperus tot bekende moderne schrijvers als Campert en Eco.<br /><br />Deze bundel bevat circa tachtig korte verhalen, varierend van nog geen halve pagina tot bijna zes pagina's lang. Ze zijn willekeurig gerangschikt; achterin het boek staat een, op auteursnaam alfabetische, bronvermelding. Bevat werk van onder meer Ernest Hemingway, Louis Couperus, Remco Campert, Anne Frank, Doris Lessing, Nagieb Mahfoez, Bret Easton Ellis, Hafid Bouazza, Helen Fielding en Woody Allen. Een prettige bundel voor in bed, in de trein of zomaar tussendoor. 'Kort &amp; goed' is de opvolger van het eerder verschenen 'Korter dan kort'. Kleine druk.<br />(Biblion recensie, Redactie)"
28346419,749461,Katz und Maus. Interpretationen,3637886359,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,48398956,1,4,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['14802988', '749461']","['Ingrid Hasselbach', 'Günter Grass']","['2.00', '3.83']",[],[],[],
1443980,749461,Katz Und Maus. Lektüreschlüssel,3150153042,9783150153048,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1434635,1,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['678551', '749461']","['Wolfgang Spreckelsen', 'Günter Grass']","['3.00', '3.83']",[],[],[],
52445213,749461,De la finitud,9588948118,9789588948119,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72424583,1,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
38771270,749461,"Deutschland, einig Vaterland?",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,60353536,1,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,"['749461', '203785']","['Günter Grass', 'Rudolf Augstein']","['3.83', '3.38']",[],[],[],
2191290,749461,Wörter auf Abruf: 77 Gedichte,3803112087,9783803112088,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337378004l/2191290._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337378004l/2191290._SY75_.jpg,2002,10,1,ger,Wagenbach,false,2197010,1,2,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,2002,10,1,1.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
36440728,749461,Rottesken,,9788702253559,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508425341l/36440728._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508425341l/36440728._SY75_.jpg,2017,11,6,,Gyldendal,true,58142229,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '978877']","['Günter Grass', 'Per Øhrgaard']","['3.83', '3.83']",[],[],[],"<em>Rottesken </em>er en fantastisk roman, som rummer mange forunderlige historier. Rotten er ikke bare den rotte, som sidder pænt i sit bur, den er også en af de næsten mytiske rotter, som overlever vor verdens tilintetgørelse i det store brag.<br /><br /><br /><br />Her sejler kvinderne fra <em>Flynderen</em> igen over Østersøen på skuden <em>Den nye Ilsebil</em> og fouragerer i Irma i Stege, og her møder vi vor gamle ven dværgen Oskar Matzerath, der nu er blevet videoproducent. Brødrene Grimm optræder som ministre og prøver at standse skovdøden, der i en komisk scene skjules bag potemkinkulisser, for at en dum kansler uforstryrret kan ævle en begejstret hyldest til den tyske skov. Og så er der en lærerig historie om svindleren Malskat, som genskabte „ægte“ gotisk kirkekunst i Mariakirken i Lübeck og først meget sent blev afsløret.<br /><br /><br /><br />Rotterne under jorden og den ensomme fortæller i en rumkapsel er de eneste, der er tilbage. Kun fantasien kan genoplive fornuften midt i falskheden og det destruktive vanvid.<br /><br /><br /><br />I en samtale om <em>Rottesken</em> med Niels Barfoed i <em>Politiken</em> sagde Günter Grass: „Det er en fortælling, der handler om en mand, der får en rotte til jul. Den ligger lige så nydeligt under juletræet. Det særlige ved lige denne rotte, som er en hunrotte, er, at den kan fortælle historier. Men de er desværre ikke opbyggelige – de foregår nemlig i en fremtid, hvor kun rotterne har overlevet og menneskene har afskaffet sig selv i atomkrigen. Han prøver at fortælle rotten mod-historier, der beviser, at mennesket vil undgå katastrofen og overleve, men mandens historier har det desværre med at løbe ind i selvmodsigelser og dermed dementere sig selv.“"
3048923,749461,"Catalogue Raisonne, Vol. 1-The Etchings",3865215653,9783865215659,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,2,1,,,false,10981644,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2008,2,1,0.00,0,0,"['749461', '3932094']","['Günter Grass', 'Hilke Ohsoling']","['3.83', '0.0']",[],[],[],"Before Gunter Grass achieved worldwide fame as a novelist, the future author of The Tin Drum studied sculpture at the art academies of Dusseldorf and Berlin. Over the past 60 years of artistic life, he has created not only novels, poems, stories and plays, but an extensive body of artworks in a diverse array of media. His writings are inconceivable without their visual counterpart for reasons both private and public. As a matter of method, during the slow, intimate process of painting, drawing and modeling, Grass develops the ideas for new novels. After he has finished a book, he moves back to his studio and his drawing table. As a matter of aesthetics, he created the dust jacket illustrations for each of his first editions, which has lent his literary works a distinctive unified style."
397598,749461,Ästhetik des Engagements,0820427195,9780820427195,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,4,1,ger,Peter Lang Publishing,false,387061,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1996,,,0.00,0,0,"['749461', '195861']","['Günter Grass', 'Jost Hermand']","['3.83', '4.01']",[],[],[],
397594,749461,Drawings And Words 1954-1977 (Graphics and Writing I),0151265593,9780151265596,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462547889l/397594._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462547889l/397594._SX50_.jpg,1983,,,,Harcourt Brace Jovanovich,false,387057,3,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1982,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
40744846,749461,Articulos y opiniones/ Articles and Opinions,8481092851,9788481092851,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,63410410,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
53244018,749461,Viaggio elettorale. Discorsi politici di uno scrittore,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587561361l/53244018._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587561361l/53244018._SX50_.jpg,1973,6,,ita,Giulio Einaudi editore,false,80699620,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],['1523360'],['Bruna Bianchi'],['3.67'],
3824024,749461,"50 Erfolgreiche Musterreden für betriebliche Veranstaltungen, Jubiläen, Betriebsversammlungen, Trauerfälle und andere Anlässe: Mit Benutzungshinweisen",3811180606,9783811180604,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,1,1,ger,Weka-Verlag,false,3868379,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
51273343,749461,"Trilogie der Erinnerung: Beim Häuten der Zwiebel, Die Box, Grimms Wörter",3869309466,9783869309460,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71684881,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Mit der Veröffentlichung von ""Grimms Wörter"" endete ein siebeneinhalb Jahre andauernder Prozeß, der aus dreimal wechselnder Sicht mich zum Gegenstand hatte: als Jugendlicher,<br />als Vater und als politisch engagierter Bürger. Während einer<br />vergleichbar langen Schreibperiode war vor fünfzig Jahren die<br />›Danziger Trilogie‹ entstanden, und wie ›Die Blechtrommel‹,<br />›Katz und Maus‹ und ›Hundejahre‹ den Beginn meiner Existenz als Schriftsteller markierten, so fügten sich <br />›Beim Häuten der Zwiebel‹<br />›Die Box‹<br />›Grimms Wörter‹<br />zur abschließenden Trilogie, die, wäre es nicht vermessen, unter dem traditionsreichen Titel ›Aus meinem Leben‹ stehen könnte.'<br />Günter Grass, Sechs Jahrzehnte"
3858079,749461,"Ausstellung anlässlich des 60. Geburtstages von Günter Grass: Hundert Zeichnungen 1955 bis 1987, 11. Oktober bis 22. November 1987: Katalog der Kunsthalle zu Kiel der Christian-Albrechts-Universität",3923701233,9783923701230,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,,,ger,Kunsthalle zu Kiel,false,3903188,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1987,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
5565745,749461,Love Tested: Seven Poems with Seven Etchings,0151547289,9780151547289,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1975,,,,Harcourt Brace Jovanovich,false,5736909,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1974,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],['8282'],['Michael Hamburger'],['4.29'],
50155198,749461,Propos d'un sans-patrie,2020123398,9782020123396,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72610507,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '914246']","['Günter Grass', 'Jean Amsler']","['3.83', '3.74']",[],[],[],
5565740,749461,Der Autor als fragwürdiger Zeuge,3423124466,9783423124461,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328790969l/5565740._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328790969l/5565740._SY75_.jpg,1998,9,1,ger,Deutscher Taschenbuch Verlag,false,5736904,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1998,9,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
36307623,749461,Ildevarsler,,9788702253573,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506432790l/36307623._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506432790l/36307623._SY75_.jpg,2017,10,16,,Gyldendal,true,57978310,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '978877']","['Günter Grass', 'Per Øhrgaard']","['3.83', '3.83']",[],[],[],"<em>Ildevarsler</em> er i allegorisk form den berømte tyske forfatter Günter Grass’ kommentar til de omvæltninger i Europa, der fandt sted i årene omkring murens fald i 1989. Den tyske udgave kom i maj 1992.<br /><br /><br /><br />I romanen mødes en polsk enke og en tysk enkemand. Han er professor i kunsthistorie, og hun er konservator med speciale i forgyldning. Deres møde udvikler sig til en kærlighedshistorie og til grundlæggelsen af et tysk-polsk Kirkegårdsselskab. Selskabet arbejder for at begrave tyskere, der tidligere er fordrevet og flygtet fra Danzig, i deres hjemstavns jord. Men efterhånden udarter hele projektet til business, pengene tager magten, og den smukke idé om tysk-polsk forsoning ender som en farce."
174582,749461,Rede über den Standort,3882435011,9783882435016,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,3,,ger,Steidl,false,168644,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1997,3,1,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
36286500,749461,In letzter Zeit: Ein Gespräch im Herbst,,9783958292932,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506107635l/36286500._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506107635l/36286500._SY75_.jpg,,,,ger,Steidl,false,57949106,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '556654']","['Günter Grass', 'Heinrich Detering']","['3.83', '3.92']",[],[],[],
28569934,749461,Essays und Reden II - 1980-2007,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,48730544,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
28569932,749461,Essays und Reden I - 1955-1979,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,48730542,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
31245756,749461,Gunter Grass: Gebrannte Erde,3882438428,9783882438420,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,1,1,,Steidl,false,51898793,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
51030520,749461,Ein weites Feld. Illustrierte Jubiläumsausgabe,386521181X,9783865211811,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71796639,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
15738650,749461,Gleisdreieck,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341571115l/15738650._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341571115l/15738650._SX50_.jpg,1960,8,,ger,Luchterhand,false,21423511,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1960,8,1,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
28755837,749461,Toute une histoire,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453829292l/28755837._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453829292l/28755837._SY75_.jpg,1997,,,fre,Seuil,false,48947603,2,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
50356984,749461,"De Alemania a Alemania. Diario, 1990",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75304331,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
52707453,749461,Günter Grass: Gespräche (1958–2015),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73711996,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
20417276,749461,Aufsätze zur Literatur,3472865008,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388672537l/20417276._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388672537l/20417276._SY75_.jpg,1980,,,ger,Luchterhand,false,29621625,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1980,1,1,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
3048924,749461,"Catalogue Raisonne, Vol. 2-The Lithographs",3865215661,9783865215666,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,2,1,,,false,17478775,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '3932094']","['Günter Grass', 'Hilke Ohsoling']","['3.83', '0.0']",[],[],[],"Before Gunter Grass achieved worldwide fame as a novelist, the future author of The Tin Drum studied sculpture at the art academies of Dusseldorf and Berlin. Over the past 60 years of artistic life, he has created not only novels, poems, stories and plays, but an extensive body of artworks in a diverse array of media. His writings are inconceivable without their visual counterpart for reasons both private and public. As a matter of method, during the slow, intimate process of painting, drawing and modeling, Grass develops the ideas for new novels. After he has finished a book, he moves back to his studio and his drawing table. As a matter of aesthetics, he created the dust jacket illustrations for each of his first editions, which has lent his literary works a distinctive unified style."
23449888,749461,Ohne Stimme: Reden zugunsten des Volkes der Roma und Sinti,3882437642,9783882437645,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414321317l/23449888._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414321317l/23449888._SY75_.jpg,2001,2,1,ger,Steidl Göttingen,false,43012471,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2001,2,1,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
4560580,749461,"Schaden Begrenzen, Oder Auf Die Füsse Treten: Ein Gespräch",3353009817,9783353009814,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,1,1,,Volk & Welt,false,4609903,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '521791']","['Günter Grass', 'Regine Hildebrandt']","['3.83', '3.00']",[],[],[],
25545628,749461,Die Zukunft Der Erinnerung,3882437693,9783882437690,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,1,1,eng,Steidl,false,45338216,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2001,4,1,0.00,0,0,"['749461', '84259', '6669', '161027']","['Günter Grass', 'Czesław Miłosz', 'Wisława Szymborska', 'Tomas Venclova']","['3.83', '4.19', '4.32', '4.30']",[],[],[],
50404469,749461,Под местным наркозом,5170058861,5819502426,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578840641l/50404469._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578840641l/50404469._SY75_.jpg,2001,,,rus,АСТ,false,75387998,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '3053051']","['Günter Grass', 'Гюнтер Грасс']","['3.83', '3.89']",[],[],[],"Гюнтер Грасс - писатель, сумевший наряду с одним лишь Сартром воплотить в своем творчестве весь ХХ век - во всей его болезненной элитности и кошмаре апокалиптических социальных потрясений. Проза Грасса, нервная, неровная и, по меткому слову Маркеса ""откровенно неудобная"", одновременно притягивает и отталкивает читателя - или, быть может, притягивает его именно своей ""отталкиваемостью""."
