id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1268784,14167341,Тёмные аллеи,5352002373,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,rus,Азбука,false,2247887,41,7091,19411,4656,94,5:2347|4:1234|3:700|2:265|1:110|total:4656,1943,,,4.17,4100,46,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
9335172,14167341,Lazarus,,2940005577481,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,4861785,27,820,1506,370,51,5:148|4:133|3:62|2:21|1:6|total:370,1906,,,4.07,0,0,"['24953', '14167341', '121827']","['Leonid Andreyev', 'Ivan Alekseyevich Bunin', 'Avrahm Yarmolinsky']","['4.04', '4.05', '4.11']",[],[],[],
35228316,14167341,Шедьоври на разказа с неочакван край - Т. I,9546410926,9789546410924,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498844567l/35228316._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498844567l/35228316._SY75_.jpg,2017,,,bul,Пергамент Прес,false,56574195,1,586,1185,289,26,5:107|4:116|3:55|2:10|1:1|total:289,,,,4.10,289,26,"['17008580', '3190', '18791', '5031025', '8993', '1240', '3565', '2448', '4988270', '14167341', '14403', '5132', '45712', '6076026', '36913', '4176632', '57721', '12540', '13388', '6475931', '8340738', '13398185', '7267139', '7302272', '7105498', '15270761', '16176563', '14982545', '16993258', '16993259', '14188327', '5303721', '14878744', '8380414', '16993261', '16993262', '14782253', '3433137', '14735423', '16989347', '16989346', '5752278', '7109486', '16423983']","['Силвия Йотова', 'F. Scott Fitzgerald', 'Guy de Maupassant', 'Anton Chekhov', 'O. Henry', 'Jack London', 'Oscar Wilde', 'Arthur Conan Doyle', 'Frank R. Stockton', 'Ivan Alekseyevich Bunin', 'Ambrose Bierce', 'Kate Chopin', 'Katherine Mansfield', 'Saki', 'Rabindranath Tagore', 'W. Somerset Maugham', 'W.W. Jacobs', 'Robert Bloch', 'Shirley Jackson', 'Ф. Скот Фицджералд', 'Ги дьо Мопасан', 'Антон Павлович Чехов', 'О. Хенри', 'Джек Лондон', 'Оскар Уайлд', 'Артър Конан Дойл', 'Франк Стоктън', 'Иван Бунин', 'Амброуз Биърс', 'Кейт Шопен', 'Катрин Мансфийлд', 'Саки', 'Рабиндранат Тагор', 'У. Съмърсет Моъм', 'У.У. Джейкъбс', 'Робърт Блох', 'Шърли Джаксън', 'Станимир Йотов', 'Велислава Михайлова', 'Стойна Савова', 'Валентина Банкова', 'Силвия Николаева', 'Красимира Христовска', 'Александра Микова']","['4.06', '3.90', '3.86', '3.96', '4.08', '3.96', '4.10', '4.20', '3.89', '4.05', '3.95', '3.71', '3.78', '3.94', '4.13', '4.04', '3.87', '4.10', '3.95', '3.91', '4.01', '4.06', '4.15', '4.38', '4.22', '4.22', '4.10', '4.10', '4.06', '4.06', '4.10', '4.06', '4.08', '3.97', '4.08', '4.11', '4.02', '4.31', '4.05', '4.07', '4.10', '4.00', '4.07', '4.05']",[],[],[],"Пригответе се за едно истинско литературно приключение. В този сборник ще прочетете трийсет и един необикновени разказа, всеки от които ще ви изненада или порази. Някъде ще ви се струва, че ей сега ще отгатнете какво ще се случи и ще сгрешите, а другаде финалът ще идва като шок. <br /><br />Представени са британски, американски, френски, руски и др. писатели – класици, модернисти и Нобелови лауреати. Ще прочетете творби в различни жанрове: класически разкази, хорър, съспенс, фантастика, приключения, престъпления и загадки, но навсякъде накрая ще ви очаква неочакваното и стъписващият обрат."
4003507,14167341,El amor de Mitia y otros relatos,8481915335,9788481915334,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556201426l/4003507._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556201426l/4003507._SY75_.jpg,2003,9,21,spa,Pre-Textos,false,1257703,16,489,1046,281,22,5:73|4:92|3:86|2:25|1:5|total:281,1925,,,3.72,56,4,"['14167341', '215891']","['Ivan Alekseyevich Bunin', 'José Muñoz Millanes']","['4.05', '3.96']",['7389597'],['Víctor Gallego'],['3.95'],"El amor de Mitia y otros relatos<br /><br />Los escritores rusos del siglo xx han sido traducidos y leídos en Occidente sobre todo debido a su carácter innovador y""vanguardista'; y por el interés que han despertado sus relaciones más o menos conflictivas con el régimen soviético. Por otra parte, a exiliados como Nabokov o Brodski les favoreció el cambio de lengua y su incorporación a la poderosa literatura angloamericana. Pero a Bunin le pasó lo que a la mucho más joven Nina Berberova: como su imagen no se ajustaba a la del escritor experimental o políticamente radical en boga durante la primera mitad del siglo xx, permanecieron mucho tiempo en la penumbra de la emigración sin ser apenas traducidos, en compañía de otros valiosos autores rusos. Bien es verdad que la condición de premio Nóbel de Bunin ha impulsado esporádicos esfuerzos por dar a conocer su obra en otras lenguas. Después de una temprana madurez y reconocimiento en su país, el desarrollo de Bunin como escritor se caracterizaría hasta el último momento por unas intermitencias y unos bruscos virajes que hacen esquiva su figura. El que este desarrollo tuviera lugar a contrapelo de las principales corrientes ideológicas y estéticas del siglo xx contribuyó aún más a la marginación de Iván Bunin, hasta el punto de que, poco antes de morir, en su exilio francés, algunos equivocadamente lo vieran como un fantasma anacrónico de la Rusia prerrevolucionaria y él mismo se sintiera tan solo y desplazado como Napoleón en Santa Elena. No obstante, alguno de los últimos cuentos de Bunin aquí recogidos reflejan una actualidad donde reinan el anonimato, la efímera promiscuidad sexual, los desencuentros y la confusión sentimental."
5478167,14167341,The Village,1847491049,9781847491046,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328707385l/5478167._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328707385l/5478167._SY75_.jpg,2010,2,1,,Oneworld Classics,false,5545807,36,791,942,265,24,5:66|4:73|3:79|2:36|1:11|total:265,1910,,,3.55,168,10,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['26615'],['Hugh Aplin'],['3.85'],"Set during the 1905 Revolution in southwest Russia, this is a bleak and uncompromising portrayal of the lives of two peasant brothers, “characters sunk so far below the average of intelligence as to be scarcely human.” With brutal honesty it reveals the pettiness, violence, and ignorance of rural farm life. At once nostalgic for a bygone, more innocent age and foreshadowing the turbulences of the 20th century, this wrenching novel is a triumph of bitter realism."
252133,14167341,Sunstroke: Selected Stories,1566634261,9781566634267,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,1,21,eng,Ivan R. Dee Publisher,false,244318,5,448,838,204,15,5:91|4:64|3:34|2:10|1:5|total:204,1925,,,4.11,144,12,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['3946660'],['Graham Hettlinger'],['4.21'],"""The Gentleman from San Francisco"" is easily the best known of Ivan Bunin's stories and has achieved the stature of a masterpiece. But Bunin's other stories are not to be missed. In <i>Sunstroke</i>, Graham Hettlinger has selected the ""Gentleman"" and twenty-four other stories and translated them afresh—several for the first time in English. The result is a collection that is remarkable in its crystalline prose, surprising in its vibrancy. It includes, among others, ""Raven,"" ""Cold Fall,"" ""Muza,"" ""Styopa,"" ""Antigone,"" ""In Paris,"" and ""Late Hour."" Never has the last of the great ""gentry"" writers and the first Russian to win the Nobel Prize for Literature received a more caring and passionate translation. <br /><br />The lyric impulse that motivated so much of Bunin's writing is evident throughout the stories in <i>Sunstroke</i>. In the prose miniatures, such as ""Summer Day"" and ""Sky Above a Wall,"" he seeks only to capture a momentary impression or a passing scene rather than to write a traditional narrative. And even in his longer works, Bunin displays little interest in exploring the psychology of his characters or creating detailed plots. Instead these stories are primarily shaped by an urge to express both the intense, sensual pleasure of existence and the tragic fleetingness of life. Thus, even as they depict a wide range of affairs, seductions, betrayals, and deaths, they tend to read more like poetry than potboilers, delivering their most powerful effects through the rhythms and pacing of their sentences, their highly detailed, sensuous imagery, and the connotative richness of their language.<br /><br /><i>Sunstroke</i> confirms Bunin's stature as one of the greatest—and most neglected—Russian writers of the twentieth century."
15702977,14167341,Антоновские яблоки,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339531142l/15702977._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339531142l/15702977._SY75_.jpg,1985,,,rus,Детская литература. Москва,false,21363727,6,378,835,228,6,5:72|4:61|3:54|2:28|1:13|total:228,1900,,,3.66,169,4,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В сборник И.А.Бунина включены его известные произведения - ""Деревня"", ""Суходол"", ""Антоновские яблоки"", ""Лика"", ""Господин из Сан-Франциско"" и другие."
1268794,14167341,Grammar of Love,0883554828,9780883554821,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356526836l/1268794._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356526836l/1268794._SY75_.jpg,,,,eng,,false,3759156,4,271,489,119,4,5:49|4:41|3:22|2:7|1:0|total:119,,,,4.11,70,4,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Here is a collection of unusually fine short stories by the winner of the Nobel Prize, the author of the recently translated The Well of Days and the better known story Gentleman from San Francisco. These stories all deal with the common theme of the awakening of love at unpremeditated time and place, catching the victims off-guard. For the essential flavor of the tales, read Sunstroke, the story of a chance encounter on board ship; and A Night at Sea, perhaps the most unusual story of the group. Russian -- some about cultured people, some about peasants. The market is:- all who like exceptional short stories; all who are interested in getting the feel of one of the most famous writers."
28507240,14167341,Чистый понедельник,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,43240533,3,193,449,113,4,5:47|4:31|3:23|2:9|1:3|total:113,1945,,,3.97,111,4,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"Великий русский писатель, создавший бессмертные произведения, среди которых ""Жизнь Арсеньева"", ""Антоновские яблоки"", ""Темные аллеи"", ""Митина любовь"", ""Господин из Сан-Франциско"", Иван Алексеевич Бунин - безусловный мастер русской и мировой литературы. Показательна оценка его творчества Нобелевским комитетом ""За строгое мастерство, с которым он развивает традиции русской классической прозы""."
252135,14167341,From Karamzin to Bunin: An Anthology of Russian Short Stories,0253325064,9780253325068,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421008603l/252135._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421008603l/252135._SX50_.jpg,1969,1,1,,Indiana University Press,false,244320,2,187,329,80,3,5:29|4:34|3:15|2:1|1:1|total:80,1969,6,1,4.11,77,3,"['96522', '4919787', '5031025', '3072763', '24951', '14167341', '405589', '16070', '232932', '410680', '24952', '3137322', '128382', '4175285']","['Carl R. Proffer', 'Vladimir Korolenko', 'Anton Chekhov', 'Maxim Gorky', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin', 'Nikolay Karamzin', 'Alexander Pushkin', 'Nikolai Gogol', 'Ivan Turgenev', 'Nikolai Leskov', 'Fyodor Dostoyevsky', 'Leo Tolstoy', 'Vsevolod Garshin']","['4.09', '3.98', '3.96', '3.88', '4.07', '4.05', '3.52', '4.08', '4.04', '3.92', '3.88', '4.18', '4.06', '3.97']",[],[],[],".."". highly recommended.... This anthology of faithful translations of the classics is by far the best of its kind to come out for a long time."" --Canadian Slavic Review"
13223578,14167341,Nova Antologia do Conto Russo (1792 - 1998),8573264837,9788573264838,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323781989l/13223578._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323781989l/13223578._SX50_.jpg,2011,,,por,Editora 34,false,18413034,1,291,326,75,6,5:40|4:22|3:12|2:1|1:0|total:75,2011,1,1,4.35,75,6,"['5386403', '128382', '24953', '93579', '39839', '15538', '14167341', '410680', '1258792', '405589', '4175285', '7902', '6043228', '24952', '10270319', '4152890', '17359366', '43298', '328118', '4919787', '137074', '6438151', '3137322', '24951', '797834', '63552', '16070', '5031025', '7328558', '1155349', '232932', '94099', '63475', '64625', '5793234', '5152', '3072763', '6454067', '34055', '88655', '5386412', '5386413', '3342944', '5386406', '3347190', '2918561', '5386408', '3342942', '5386409', '5386410', '5386411']","['Bruno Barretto Gomide', 'Leo Tolstoy', 'Leonid Andreyev', 'Velimir Khlebnikov', 'Vladimir Sorokin', 'Mikhail Lermontov', 'Ivan Alekseyevich Bunin', 'Ivan Turgenev', 'Arkady Averchenko', 'Nikolay Karamzin', 'Vsevolod Garshin', 'Boris Pasternak', 'Vladimir Odoyevsky', 'Nikolai Leskov', 'Teffi', 'Daniil Kharms', 'Mikhail Saltykov-Shchedrin', 'Yevgeny Zamyatin', 'Konstantin Paustovsky', 'Vladimir Korolenko', 'Mikhail Zoshchenko', 'Aleksey Remizov', 'Fyodor Dostoyevsky', 'Aleksandr Kuprin', 'Alexander Grin', 'Varlam Shalamov', 'Alexander Pushkin', 'Anton Chekhov', 'Valentin Kataev', 'Vasily Shukshin', 'Nikolai Gogol', 'Fyodor Sologub', 'Yury Olesha', 'Tatyana Tolstaya', 'Ludmilla Petrushevskaya', 'Vladimir Nabokov', 'Maxim Gorky', 'Andrei Platonov', 'Isaac Babel', 'Sergei Dovlatov', 'Ilf and Petrov', 'Lucas Simone', 'Nivaldo dos Santos', 'Arlete Cavaliere', 'Aurora Fornoni Bernardini', 'Boris Schnaiderman', 'Cecília Rosas', 'Fátima Bianchi', 'Daniela Mountian', 'Denise Sales', 'Graziela Schneider']","['4.37', '4.06', '4.04', '4.39', '3.68', '4.12', '4.05', '3.92', '4.15', '3.52', '3.97', '4.03', '4.00', '3.88', '4.11', '4.28', '3.99', '3.93', '4.29', '3.98', '4.06', '3.95', '4.18', '4.07', '3.93', '4.35', '4.08', '3.96', '4.01', '4.13', '4.04', '3.99', '3.89', '3.92', '3.58', '3.89', '3.88', '3.96', '4.08', '4.30', '4.35', '4.35', '4.01', '4.07', '4.10', '4.18', '4.48', '3.93', '4.38', '4.21', '4.32']",[],[],[],"Quarenta autores, quarenta contos, duzentos anos da melhor prosa russa reunida em um único volume.<br /> Organizada por Bruno Barretto Gomide, professor da Universidade de São Paulo, esta antologia — a primeira no país inteiramente traduzida do russo e composta quase só de obras inéditas em português — apresenta ao leitor um rico panorama da literatura russa ao longo da história, iniciando-se em fins do século XVIII, com Nikolai Karamzin, e chegando até nossos dias, com Serguei Dovlátov, Liudmila Petruchévskaia, Tatiana Tolstaia e Vladímir Sorókin. Entre esses dois extremos, estão presentes todos os grandes nomes, como Púchkin, Gógol, Dostoiévski, Turguêniev, Tchekhov, Tolstói, Górki, Pasternak, Bábel e Nabókov, mas também vários outros menos conhecidos, porém igualmente importantes — Gárchin, Odóievski, Saltikov-Schedrin, Katáiev, Grin, Chalámov, Kharms, Platónov —, alguns deles nunca antes publicados no Brasil. (Veja aqui a lista completa dos contos reunidos.)<br /> Para além dos grandiosos romances de Tolstói e Dostoiévski que, com seus debates de questões morais e existenciais, consagraram a literatura do país em todo o mundo, esta antologia vem mostrar que, na arte do conto, tanto em número como em qualidade — e abarcando uma diversidade de tons e temas —, os russos são igualmente magistrais.<br /><br />Traduções de Arlete Cavaliere, Aurora Fornoni Bernardini, Boris Schnaiderman, Cecília Rosas, Daniela Mountian, Denise Sales, Fátima Bianchi, Graziela Schneider, Lucas Simone, Mário Ramos, Moissei Mountian, Natalia Marcelli de Carvalho, Nivaldo dos Santos, Noé Silva e Yulia Mikaelyan."
28634749,14167341,Солнечный удар,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,48813079,1,120,272,72,1,5:24|4:19|3:19|2:9|1:1|total:72,,,,3.78,72,1,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"Великий русский писатель, создавший бессмертные произведения, среди которых ""Жизнь Арсеньева"", ""Антоновские яблоки"", ""Темные аллеи"", ""Митина любовь"", ""Господин из Сан-Франциско"", Иван Алексеевич Бунин - безусловный мастер русской и мировой литературы. Показательна оценка его творчества Нобелевским комитетом ""За строгое мастерство, с которым он развивает традиции русской классической прозы""."
25919376,14167341,Bağban,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437037086l/25919376._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437037086l/25919376._SY75_.jpg,,,,aze,,false,45809231,3,127,238,64,6,5:10|4:31|3:19|2:3|1:1|total:64,,,,3.72,2,0,"['6989', '36913', '18317', '5217', '14167341', '7702', '3535', '89330', '1455', '957894', '8875', '2147', '44202', '585', '39087', '13450', '4026', '11563']","['Rudyard Kipling', 'Rabindranath Tagore', 'Knut Hamsun', 'George Bernard Shaw', 'Ivan Alekseyevich Bunin', 'Luigi Pirandello', 'William Faulkner', 'Pär Lagerkvist', 'Ernest Hemingway', 'Albert Camus', 'Halldór Laxness', 'Ivo Andrić', 'Mikhail Sholokhov', 'John Steinbeck', 'Miguel Ángel Asturias', 'Gabriel García Márquez', 'Pablo Neruda', 'Joseph Brodsky']","['3.93', '4.13', '4.00', '3.91', '4.05', '3.96', '3.85', '3.80', '3.83', '4.00', '3.97', '4.31', '4.08', '3.93', '3.87', '3.97', '4.31', '4.25']",[],[],[],"<i>The Gardener</i> is a short story by Rudyard Kipling, first published in <i>McCall’s Magazine</i>, April 1925."
252130,14167341,Elagin Affair and Other Stories,1566636418,9781566636414,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,10,1,,Ivan R. Dee Publisher,false,244315,1,120,236,56,1,5:25|4:19|3:11|2:1|1:0|total:56,,,,4.21,56,1,"['14167341', '3946660']","['Ivan Alekseyevich Bunin', 'Graham Hettlinger']","['4.05', '4.21']",[],[],[],"Graham Hettlinger's brilliant translations of Bunin's stories in Sunstroke (2002) were widely acclaimed. In The Elagin Affair, Mr. Hettlinger continues to acquaint English-language readers with a Bunin they may not have appreciated. Bunin's sensual, elaborate, and highly rhythmic prose has proven deeply resistant to earlier translations. In these new stories, Mr. Hettlinger captures both the music and the grace, as well as the literal meaning, of Bunin's renowned prose. The Elagin Affair contains three of the author's greatest novellas, the title piece, ""Mitya's Love,"" and ""Sukhodol"" as well as a broad range of stories written between 1900 and 1940 and centered on themes of love, loss, and the Russian landscape, including several of Bunin's most haunting stories from his final collection, Dark Avenues. Praise for Sunstroke, Graham Hettlinger's first translations of Ivan Bunin: ""Bunin is, unaccountably, the least translated of the great Russian writers (and his best work ranks with that of Turgenev and Chekhov). This splendid volume takes an important step toward righting a long-standing wrong.""--Kirkus Reviews ""Graham Hettlinger's new translation...gives us a Bunin startling in his vividness, sensuality, and restraint.""--Virginia Quarterly Review ""Vibrant...a fine introduction to Bunin's work and a reminder of its importance.""--New York Sun"
36368254,14167341,Dark Avenues (Alma Classics),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58054063,3,190,235,59,7,5:17|4:27|3:13|2:1|1:1|total:59,,,,3.98,56,7,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
15772034,14167341,Cuentos rusos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,1,1,spa,Salvat,false,14999741,6,162,213,59,0,5:21|4:15|3:9|2:7|1:7|total:59,1917,,,3.61,2,0,"['3072763', '4919787', '6110434', '128382', '4731222', '328118', '4024573', '14167341']","['Maxim Gorky', 'Vladimir Korolenko', 'Babel', 'Leo Tolstoy', 'Ilya Ilf', 'Konstantin Paustovsky', 'tess', 'Ivan Alekseyevich Bunin']","['3.88', '3.98', '4.75', '4.06', '4.44', '4.29', '3.63', '4.05']",[],[],[],"This selection represents the best of pre-Revolutionary Russian literature, includes stories by Pushkin, Gogol, Tolstoy, Korolenko, Chehov, Maxim Gorky, and others. Human aspiration and social improvement elevate these stories enlivened by an idiomatic sense of comedy; this edition also allows readers to discover the delightful narrative skills of little-known writers such as Korolenko, Kupin and Chirinov."
425036,14167341,Light Breathing and Other Stories,5050052378,9785050052377,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465234228l/425036._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465234228l/425036._SX50_.jpg,2001,8,31,,"Raduga Publisher,C.I.S.",false,2425863,4,225,203,48,2,5:24|4:15|3:6|2:2|1:1|total:48,2002,1,1,4.23,46,2,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['189360'],['Olga Shartse'],['3.97'],
25236303,14167341,Суходол,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,44954621,2,75,163,47,0,5:13|4:9|3:15|2:7|1:3|total:47,,,,3.47,45,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"Повесть, впервые опубликованная в 1911 году."
5971829,14167341,Избранное,5235016084,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,,,rus,Молодая гвардия,false,6144890,1,59,146,33,0,5:23|4:3|3:5|2:2|1:0|total:33,1991,,,4.42,33,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В книгу русского писателя, лауреата Нобелевской премии Ивана Алексеевича Бунина входят произведения, связанные с трагедией революционного перелома русской истории: «Окаянные дни», рассказы: «Несрочная весна», «Конец», «Далекое», «Богиня Разума» и др. и Нобелевская лекция. В приложение включены воспоминания, дневники Бунина и его близких о Нобелевских днях."
36644571,14167341,Sögur frá Rússlandi,,9789935211170,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511396486l/36644571._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511396486l/36644571._SY75_.jpg,2017,,,isl,Ugla,false,58414186,1,79,144,37,5,5:6|4:21|3:10|2:0|1:0|total:37,,,,3.89,37,5,"['14670147', '16070', '232932', '3137322', '410680', '128382', '5031025', '14167341', '10270319', '17391977', '15691617', '17022734', '16727755', '17391945']","['Áslaug Agnarsdóttir', 'Alexander Pushkin', 'Nikolai Gogol', 'Fyodor Dostoyevsky', 'Ivan Turgenev', 'Leo Tolstoy', 'Anton Chekhov', 'Ivan Alekseyevich Bunin', 'Teffi', 'Níkolaj  Gogol', 'Fjodor Dostojevski', 'Lev Tolstoj', 'Anton Tsjekhov', 'Ívan  Búnín']","['3.79', '4.08', '4.04', '4.18', '3.92', '4.06', '3.96', '4.05', '4.11', '3.89', '4.40', '4.01', '3.90', '3.89']",[],[],[],"Fáir hafa náð betri tökum á listformi smásögunnar en rússnesku meistararnir á 19. og 20. öld. Í þessa sýnisbók hefur Áslaug Agnarsdóttir valið og þýtt nokkrar af fremstu smásögum rússneskra bókmennta eftir þekkta höfunda allt frá Púshkín til Teffí. Sögurnar eru allar samdar fyrir byltinguna 1917  og takast á við og endurspegla á ólíkan hátt viðkvæm álitaefni í samfélaginu. Í Rússlandi hefur það oftar en ekki verið hlutverk rithöfunda að ganga á hólm við ríkjandi hefðir, spyrja spurninga sem aðrir þora ekki að spyrja og segja sannleikann eins og það er kallað. Sögurnar eru auk þess frábærlega stílaðar og afar skemmtilegar aflestrar."
42658633,14167341,The Greatest Russian Stories of Crime and Suspense,145324946X,9781453249468,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542526889l/42658633._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542526889l/42658633._SY75_.jpg,2012,6,5,,Pegasus Books,true,13941430,6,132,132,36,5,5:7|4:12|3:15|2:2|1:0|total:36,2010,12,15,3.67,0,0,"['12471', '34589', '3137322', '1470818', '232932', '5031025', '16070', '537814', '14167341', '16073910', '5152', '17843347', '3072763', '1221007', '128382']","['Otto Penzler', 'Boris Akunin', 'Fyodor Dostoyevsky', 'Vil Lipatov', 'Nikolai Gogol', 'Anton Chekhov', 'Alexander Pushkin', 'Lev Sheinin', 'Ivan Alekseyevich Bunin', 'P Nikitin', 'Vladimir Nabokov', 'Nikolai Lyeskov', 'Maxim Gorky', 'Boris Sokoloff', 'Leo Tolstoy']","['3.82', '4.01', '4.18', '3.19', '4.04', '3.96', '4.08', '3.00', '4.05', '0.0', '3.89', '0.0', '3.88', '4.57', '4.06']",[],[],[],"<b>The first anthology ever devoted entirely to Russian crime fiction--including works by Acunin, Chekhov, Dostoevsky, Gogol, Nabokov, Pushkin, and Tolstoy</b><b> </b>Many of the greatest Russian authors, including Dostoevsky, Tolstoy, Chekhov, and Pushkin, produced crime and mystery fiction, a type of literature that was largely suppressed during the Soviet era because it did not glorify the state but, instead, gave individuals the significance that the U.S.S.R. despised. With the fall of the Soviet Union, mystery writers have become some of the most successful novelists in Russia, and there is a renewed interest in the great crime classics of an earlier era. Nonetheless, the enormous talent and passion of Russian authors has long been justly acclaimed, and the rare forays they made into the genre rank among the world's classics. This volume is the first collection ever devoted entirely to Russian crime fiction."
29231828,14167341,Иван Бунин: Темные аллеи. Окаянные дни. Повести и рассказы,,9785699686544,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455993418l/29231828._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455993418l/29231828._SY75_.jpg,2015,,,rus,Эксмо,false,49471439,1,76,120,26,2,5:18|4:6|3:2|2:0|1:0|total:26,,,,4.62,26,2,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
