id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
894154,121407,Red Sorghum,0140168540,9780140168549,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945265l/894154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945265l/894154._SY75_.jpg,1994,4,1,eng,Penguin Books,false,460549,81,17128,19853,5299,654,5:1342|4:2031|3:1338|2:417|1:171|total:5299,1987,,,3.75,3527,384,['121407'],['Mo Yan'],['3.72'],['203371'],['Howard Goldblatt'],['3.75'],"Spanning three generations, this novel of family and myth is told through a series of flashbacks that depict events of staggering horror set against a landscape of gemlike beauty, as the Chinese battle both Japanese invaders and each other in the turbulent 1930s. A legend in China, where it won major literary awards and inspired an Oscar-nominated film, <i>Red Sorghum</i> is a book in which fable and history collide to produce fiction that is entirely new and unforgettable."
29961771,121407,The Republic of Wine,1531817475,9781531817473,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466151441l/29961771._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466151441l/29961771._SY75_.jpg,2016,8,30,,Audible Studios on Brilliance Audio,false,50354951,1,6,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['203371', '121407', '3453975']","['Howard Goldblatt', 'Mo Yan', 'Louis Changchien']","['3.75', '3.72', '3.51']",[],[],[],"Winner of the 2012 Nobel Prize in Literature<br /><br />In this hypnotic epic novel, Mo Yan, the most critically acclaimed Chinese writer of this generation, takes us on a journey to a conjured province of contemporary China known as the Republic of Wine - a corrupt and hallucinatory world filled with superstitions, gargantuan appetites, and surrealistic events. When rumors reach the authorities that strange and excessive gourmandize is being practiced in the city of Liquorland (so named for the staggering amount of alcohol produced and consumed there), veteran special investigator Ding Gou'er is dispatched from the capital to discover the truth. His mission begins at the Mount Lou Coal Mine, where he encounters the prime suspect - Deputy Head Diamond Jin, legendary for his capacity to hold his liquor. During the ensuing drinking duel at a banquet served in Ding's honor, the investigator loses all sense of reality, and can no longer tell whether the roast suckling served is of the animal or human variety. When he finally wakes up from his stupor, he has still found no answers to his rapidly mounting questions. Worse yet, he soon finds that his trusty gun is missing.<br /><br />Interspersed throughout the narrative - and Ding's faltering investigation - are letters sent to Mo Yan by one Li Yidou, a doctoral candidate in Liquor Studies and an aspiring writer. Each letter contains a story that Li would like the renowned author's help in getting published. However, Li's tales, each more fantastic and malevolent than the last, soon begin alarmingly to resemble the story of Ding's continuing travails in Liquorland. Peopled by extraordinary characters - a dwarf, a scaly demon, a troupe of plump, delectable boys raised in captivity, a cookery teacher who primes her students with monstrous recipes - Mo Yan's revolutionary tour de force reaffirms his reputation as a writer of world standing. Wild, bawdy, politically explosive, and subversive, <i>The Republic of Wine</i> is both mesmerizing and exhilarating, proving that no repressive regime can stifle true creative imagination."
17174635,121407,티엔탕마을마늘종노래 [T'ient'ang maŭl manŭlchong norae] (Vol. 1 of 2),8925513463,9788925513461,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,10,10,kor,Random House Korea/Tsai Fong Books,false,49447431,1,3,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1988,,,4.00,1,1,['121407'],['Mo Yan'],['3.72'],[],[],[],"Korean edition of The garlic ballads: a novel. 2012 Nobel Literature Prize winner Mo Yan's fiction based on an actual incident that ignited a peasant uprising in the last two decades of the 20th century. Being a peasant himself, Mo Yan was incensed and decided to write about the pent up repression behind the incident. Vol 1 of 2. In Korean. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
34735211,121407,Les Retrouvailles des compagnons d'armes,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,fre,,true,55920979,1,2,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,['121407'],['Mo Yan'],['3.72'],['1125979'],['Noël Dutrait'],['3.52'],"Un officier rentre au village. "" Sous une pluie battante, je gravis la digue de la rivière de mon pays natal. En me retournant, je vois l'arrière de l'autocar qui s'éloigne silencieusement en cahotant dans un nuage de fumée noire. Il disparaît en un clin d'œil. Aucune trace de vie humaine [...]. Une multitude de libellules aux couleurs magnifiques tourbillonnent au-dessus de la rivière. "" Alors qu'il s'engage sur le pont, une voix l'appelle, du haut d'un saule, sur la rive. C'est un ami d'enfance et compagnon d'armes...<br /><br /> <br />Entre ciel et eau, de plus en plus près de la cime surplombant la rivière en crue, les deux amis évoquent leur enfance, la vie de caserne, leurs amours contrariées et les combats où la farce le dispute au tragique.<br /><br /> <br />Mo Yan est ici poète et nostalgique. Triste aussi. Et en colère, une colère éclatante, portée par une ironie féroce, contre la bêtise de la guerre et de ceux qui la mènent, et une tendresse joyeuse pour ceux qui la subissent.<br /><br /> <br /> <br /><br /> <br />Mo Yan, le plus célèbre des écrivains chinois, est aussi l'un des maîtres du roman contemporain. Son œuvre considérable est traduite dans le monde entier. Le Seuil a publié plus de vingt romans, nouvelles et essais dont<i> Beaux seins, belles fesses</i> (2004), <i>Le Maître a de plus en plus d'humour</i> (2005), <i>La Dure Loi du karma</i> (2009), <i>Grenouilles</i> (2011) et le <i>Clan des chiqueurs de paille </i>(2016). Le prix Nobel de littérature lui a été décerné en 2012.<br /><br /> <br /> <br /><br /> <br />Traduit du chinois par Noël Dutrait.<br /><br /> <br /> <br /><br /> <br />Noël Dutrait, professeur émérite de langue et littérature chinoises à l'Université de Provence, est l'auteur d'articles et d'ouvrages sur la littérature chinoise du XXe siècle. Il a traduit, en collaboration avec Liliane Dutrait, de nombreux auteurs chinois contemporains, dont A Cheng, Su Tong, Han Shaogong, Mo Yan et Gao Xingjian.<br /><br />"
31673749,121407,Kinarapport nr 4/2003: Sånger och berättelser från tre tusen år,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472048438l/31673749._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472048438l/31673749._SX50_.jpg,2003,,,swe,Svensk-Kinesiska Föreningen,false,52342008,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2003,,,3.00,1,0,"['229964', '15671658', '7890731', '2100409', '5786949', '7276686', '15671659', '4398437', '6263024', '7305195', '121407', '7509399', '2941015', '251624', '3011429', '2859504', '15671660', '100487', '5751098', '548895', '7259747', '1082689', '15671661', '5005374', '15671662', '6145853']","['Cecilia Lindqvist', 'Martin Svensson Ekström', 'Lena Rydholm', 'Göran Malmqvist', 'Christina Nygren', 'Björn Kjellgren', 'Marja Kaikkonen', 'Anna Gustafsson Chen', 'Lennart Lundberg', 'Göran Sommardal', 'Mo Yan', 'Xun Lu', 'Yi Sha', 'Gu Cheng', 'Bei Dao', 'Yu Gu', 'Long Guobing', 'Hao Ran', 'Jin Shengtan', 'Pu Songling', 'Ma Zhiyuan', 'Tao Yuanming', 'Wang Xizhi', 'Gan Bao', 'Ann Charlotte Ström', 'Reidar Ekner']","['4.38', '3.00', '3.00', '3.80', '4.00', '3.50', '3.00', '3.50', '3.21', '3.13', '3.72', '3.96', '4.33', '3.97', '4.13', '3.00', '3.00', '3.00', '4.08', '3.79', '3.33', '4.32', '3.00', '3.53', '3.00', '3.66']",[],[],[],"Fårets år - Sånger och berättelser från tre tusen år<br />TEMA LITTERATUR  Temaredaktörer Xu Lan, Björn Kjellgren och Cecilia Lindqvist<br /> Sångernas bok Fem dikter"
41816822,121407,El suplicio del aroma de sándalo (Ficción),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,65255023,2,11,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['121407'],['Mo Yan'],['3.72'],['13993507'],['Blas Piñero Martínez'],['3.19'],
29281101,121407,Tranchant de Lune,2014017549,9782014017540,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,1,27,fre,Ming Books,true,49521557,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['121407'],['Mo Yan'],['3.72'],['1571146'],['Francois Dubois'],['3.91'],"Caracteristique de l'ecriture de Mo Yan, a la frontiere du fantastique et du realisme rural, Tranchant de lune s'ouvre sur le meurtre d'un homme decapite, sans trace de sang, et nous entraine dans la legende de la fabrication de la mysterieuse lame."
18769004,121407,我們的荊軻 [Wo men de Jing Ke],9861738657,9789861738659,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,1,31,,Mai Tian/Tsai Fong Books,false,26667640,1,4,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,2013,1,31,2.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Three of 2012 Nobel Literature Prize winner Mo Yan's plays: ""Our Jing Ke,"" ""Farewell my concubine"" and ""The Boilermaker's wife."" ""Our Jing Ke"" is a modern interpretation of the historical even of Jing Ke's failed attempt to assassinate the Emperor of Qin. The play will debut on the stage of the National Centre for the Performing Arts in Beijing in February 2013. In Traditional Chinese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
36484407,121407,Fortyone Cannons,7532133222,9787532133222,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,58196014,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
34458354,121407,Listen to the universe singing,7503433345,9787503433344,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,55573644,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
15693247,121407,Story about Cat,7800052567,9787800052569,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,1,,New World Press (China),false,21350441,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1994,1,1,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
42856659,121407,Die Schnapsstadt,3498043870,9783498043872,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,66630966,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
43385019,121407,The Herbivorous Family,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67403322,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
49557927,121407,Jing Ke of Our Age,7510434602,9787510434600,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73531711,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
49487987,121407,Shen Liao: Mo Yan Zui Xin Zhong Duan Pian Xiao Shuo Xuan,7303032355,9787303032358,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73307968,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
39215224,121407,Les Treize Pas (CADRE VERT),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60794436,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
39215225,121407,Le Pays de l'alcool (CADRE VERT),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60794437,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
17174260,121407,四十一炮 [Yonjūippō] (下),4120037126,9784120037122,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415764973l/17174260._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415764973l/17174260._SX50_.jpg,2006,3,10,jpn,Chuoukouron Shinsha/Tsai Fong Books,false,55880006,2,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2003,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
50182504,121407,Der Überdruss,3895023442,9783895023446,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72615010,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
44166416,121407,¡Boom!,8416023301,9788416023301,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68695926,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
51874079,121407,Ming Ding Guo,7506308622,9787506308625,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73309059,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
52920832,121407,Zai Bao Zha,7506308649,9787506308649,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73309060,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
52200901,121407,至尊瞳术师：绝世大小姐 [Zhizun Tongshushi: Jueshi Daxiaojie] (Pupillary Master),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583639698l/52200901._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583639698l/52200901._SX50_.jpg,2019,,,zho,AC QQ,false,77178409,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2019,,,0.00,0,0,"['121407', '19774549', '20108186', '20108187']","['Mo Yan', 'Xiao Ya', '陌烟', '小牙']","['3.72', '0.0', '0.0', '0.0']",[],[],[],24世纪异能界第一人洛清瞳神奇穿越至异世真衍大陆，从此开启了下等国侯府被废嫡女的逆袭复仇之路。一路打脸众反派、虐渣虐心机婊，人不犯我我不犯人，人若犯我必斩草除根！爽是爽了，但却一不小心惹上绝世妖孽美男，打不过还乱撩，从此你追我逃，逃着逃着还逃出了感情？
8671745,121407,Yu Da Shi Yue Hui,7532128458,9787532128457,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,6,1,,Shang Hai Wen Yi / Tsai Fong Books,false,22380952,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2005,6,1,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"2012 Nobel Literature Prize winner Mo Yan's short story collection that includes 44 of his works from 1990 to 2005. The title piece is ""Meeting the Masters."" This collection reveals to the readers the transformation of a writer. In Simplified Chinese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
43689078,121407,Die Knoblauchrevolte.,3499223651,9783499223655,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67975580,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
29964700,121407,მოთხრობები,,9789941251634,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461151754l/29964700._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461151754l/29964700._SX50_.jpg,2015,,,kat,მერიდიანი,false,50359230,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],თანამედროვე ჩინელი მწერლის მოთხრობების კრებული
18847608,121407,Grand Ceremony,986320241X,9789863202417,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415766962l/18847608._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415766962l/18847608._SX50_.jpg,2013,8,30,zho,Tian Xia Wen Hua,false,26791871,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,8,30,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Grand Ceremony by Mo yan. In Traditional Chinese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
51046195,121407,La república del vino / The Republic of Wine,8489624739,9788489624733,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71760064,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],['6553671'],['Cora Tiedra'],['3.60'],
35892876,121407,說吧!莫言,,9789861733180,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501591180l/35892876._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501591180l/35892876._SX50_.jpg,2007,12,17,zho,麥田,false,57411527,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
6475794,121407,老槍寶刀 [Lǎo qiāng bǎodāo],9867252748,9789867252746,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415767293l/6475794._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415767293l/6475794._SX50_.jpg,2003,,,zho,Mai tian chu ban,false,6666972,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2003,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
6475797,121407,Mei nü dao li,9861730400,9789861730400,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,,Mai tian chu ban,false,6666975,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
52195096,121407,Júbilo,8417248765,9788417248765,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583620481l/52195096._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583620481l/52195096._SY75_.jpg,2020,4,15,spa,Kailas,false,77155553,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],['13993507'],['Blas Piñero Martínez'],['3.19'],"Mo Yan se inspira en las raíces más profundas de su biografía para construir esta novela: la del hijo de unos campesinos pobres de Shandong que sueña con ingresar en la universidad para escapar de la penuria.<br /><br />A Yongle, «Alegría eterna», álter ego del autor y protagonista, sus repetidos fracasos en el examen de acceso a la universidad lo empujan gradualmente a la desesperación y a refugiarse en un mundo secreto poblado de espejismos y recuerdos.<br /><br />El propio Mo Yan también sufrió la miseria en la misma provincia china, recluido en el silencio y en la soledad, y salvado por el deseo embriagador de escribir para poder «derramar y comer ravioles en cada comida».<br /><br />En esta susurrante historia de astillas de agua, luz y noche, la poesía brota de los cálidos olores de la tierra sin negar la más cruda trivialidad; y Yongle, en un instante final, se siente invadido por la emoción de una alegría suprema."
50711835,121407,Die Schnapsstadt: Roman (Unionsverlag Taschenbücher),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75742182,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],['792965'],['Peter Weber-Schäfer'],['3.65'],
17250075,121407,Meeting the Masters,7532146383,9787532146383,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,10,1,,Shang Hai Wen Yi / Tsai Fong Books,false,23810027,1,7,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,10,1,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"2012 Nobel Literature Prize winner Mo Yan's short story collection that includes 44 of his works from 1990 to 2005. The title piece is ""Meeting the Masters."" This collection reveals to the readers the transformation of a writer. In Simplified Chinese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
38734783,121407,WĘZŁY DUSZY. CHRESTOMATIA WSPÓŁCZESNYCH OPOWIADAŃ CHIŃSKICH,8389899345,9788389899347,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519472000l/38734783._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519472000l/38734783._SY75_.jpg,,,,pol,Wydawnictwo Akademickie Dialog,false,60320499,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
328554,121407,Selected Stories by Mo Yan: Chinese-English Bilingual Edition,9629963140,9789629963149,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,1,1,,Chinese University Press,false,44861437,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"In these four stories, Mo Yan depicts life in an oppressive society and the plight of those who suffer, physically and spiritually, under its yoke. The collection exemplifies Mo Yan's versatility. His stories range from tragedy to wicked satire, from magical fable to harsh realism. He is concise and unpretentious, and his imagery is sharp and sensual."
52920686,121407,Shi San Bu,7506302527,9787506302524,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73308962,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
43277445,121407,Wa,7020108032,9787020108039,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2017,2,1,,Ren Min Wen Xue Chu Ban She,false,67162393,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
46039610,121407,Red Sorghum Family,7533946723,9787533946722,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70943257,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
17174653,121407,술의 나라 2,8970133909,9788970133904,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472388677l/17174653._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472388677l/17174653._SY75_.jpg,2003,2,25,kor,Chaek Saesang,false,23604504,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],['15683798'],['박명애'],['0.0'],Korean edition of The Republic of wine by 2012 Nobel Literature Prize winner Mo Yan. Translated by Professor Howard Goldblatt. Vol 1 of 2.
52920664,121407,Shi San Bu,7506302128,9787506302128,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73308946,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
52920661,121407,Huan Le Shi San Zhang,750630211X,9787506302111,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73308945,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
