id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17898696,7419,دكتور فاوست ومسرحيات أخرى,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367900594l/17898696._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367900594l/17898696._SX50_.jpg,1992,,,ara,مكتبة مصر,false,756664,923,93153,203675,53614,1554,5:14581|4:19473|3:14667|2:3984|1:909|total:53614,1589,,,3.80,71,13,"['5481957', '11155', '16070', '1466', '567036', '7419', '3565', '2934044']","['Various', 'Christopher Marlowe', 'Alexander Pushkin', 'Jean-Paul Sartre', 'José Echegaray', 'John Galsworthy', 'Oscar Wilde', 'حلمي مراد']","['3.98', '3.79', '4.08', '3.99', '3.19', '4.10', '4.10', '3.76']",[],[],[],دكتور فاوست ومسرحيات اخرى :<br />1- دكتور فاوست<br />2- يوجين أونيجين<br />3- نيكراسوف<br />4- كلام الناس<br />5- الهارب من السجن <br />6- زوج مثالى
44839502,7419,"Plays. Second Series: The Eldest Son, the Little Dream, Justice",053029771X,9780530297712,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,3,6,,Wentworth Press,false,69514699,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44590035,7419,स्याउको रूख [Syau ko Rukh],,9789993708201,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553531043l/44590035._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553531043l/44590035._SY75_.jpg,,,,nep,रत्न पुस्तक भण्डार,false,69215693,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '18563241']","['John Galsworthy', 'लैनसिंह बाङ्देल']","['4.10', '3.55']",['4504115'],['Lain Singh Bangdel'],['3.59'],"Nepali translation of the fiction ""The Apple Tree""."
32558192,7419,The Inter-Allied Conference on the After-Care of Disabled Men,1374550485,9781374550483,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,29,,Wentworth Press,false,53132749,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '15955530']","['John Galsworthy', 'Inter-Allied Conference on the After-Car']","['4.10', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
50209418,7419,Swan Song Large Print,1689306203,9781689306201,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73587661,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"After years living in America with his mother, Jon Forsyte is excited to be home and eager to show off his roots to his new bride. When Fleur Forsyte, now Fleur Mont-Jon's first love-hears of his arrival, she doesn't know what to feel. She is now married too, and while Jon and Fleur try to interact as friends, their strong feelings for one another are not easily contained. When their passion is rekindled, no one can halt the devastating events that follow."
19332068,7419,Quotes and Images from John Galsworthy,149230820X,9781492308201,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,11,30,,Createspace Independent Publishing Platform,false,27389391,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,11,30,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"John Galsworthy OM ( 14 August 1867 - 31 January 1933) was an English novelist and playwright. Notable works include The Forsyte Saga (1906-1921) and its sequels, A Modern Comedy and End of the Chapter. He won the Nobel Prize in Literature in 1932. -wikipedia"
43123994,7419,The Forsyte Saga Volume 2,1860152678,9781860152672,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922705,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"In this, the second volume of the Saga to be released in an unabridged recording by Assembled Stories, Soames' house continues to be built as his marriage disintegrates. Is Irene having an affair? Certainly her relationship with the architect Bosinney is causing ructions in the family. While attempting reconciliation with his son, Old Jolyon, spurred by June's suffering as she feels herself losing her lover, sends Young Jolyon to sound the mans intentions. In this meeting Young Jolyon reveals the essence of the Forsytes and warns Bosinney about the nature of the class he is defying. 'A Forsyte is a man who is decidedly more than less a slave of property. He knows a good thing, he knows a safe thing, and his grip on property - it doesn't matter whether it be wives, houses, money, or reputation - is his hallmark... they are the middle men, the commercials, the pillars of society, the cornerstones of convention; everything that is admirable'.Will the young man heed the warning or continue to cause more anguish within the family - and, much worse, scandal amongst its peers?"
52148632,7419,Maid in Waiting,,9781427066770,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,77021650,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
43123996,7419,The Forsyte Saga Volume 3,1860152686,9781860152689,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922707,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"The house at Richmond is finished at last, but Soames takes Bosinney to court for exceeding the budget. The final judgement of their case turns on 'a very fine point' in their correspondence...The architect does not heed Young Jolyon's warning and continues to pursue Irene - with fatal consequences...Old Jolyon effects a complete reconciliation with his son and changes his will as a result, further distancing himself from his brother James in the process. The rift will continue through into the next generation... The old man purchases Robin Hill and spends the remaining days of his life in the company of Irene, now teaching music and 'assisting the Magdelenes of London'. This charming interlude brings Galsworthy's Book 1 of the Saga to a close."
45100961,7419,Plays; Volume II,0526889616,9780526889617,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,3,4,,Wentworth Press,false,69792467,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
43123997,7419,The Forsyte Saga Volume 4,1860152694,9781860152696,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922708,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"It is 1899. Old Jolyon has long since been buried at Robin Hill, and with the death of Aunt Susan in 1895 and Roger's funeral opening this instalment of the Saga, the Forsyte's are fast becoming aware of their mortality.Yet more problems beset the family. Montague Dartie leaves his wife for Buenos Aires to pursue his latest flame, a dancer. Young Jolyon's wife has died and his father entrusted him as executor of his will, ensuring that Irene receives the interest on the sum the old man left her.Motor cars are beginning to fill the streets of London and war with the Boers is about to be declared. Soames is now 44 years old, separated from Irene for 12 years and yearning for a son to whom he can leave his property. He meets and begins to woo Annette. Could she give him an heir ? At first he favours the idea and prepares to seek a divorce, but meeting Irene again rekindles that desperate, unfulfilled passion. Why should she not come back to him? He informs Jolyon of his intentions, asking the artist to 'kindly leave her quite alone'; 'I can give you no such promise' comes the firm reply, and the battle begins in earnest."
45100962,7419,Plays; Volume II,0526889624,9780526889624,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,3,4,,Wentworth Press,false,69792468,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
26070631,7419,John Galsworthy: 7 Novels,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,46006997,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,4,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
43123998,7419,The Forsyte Saga Volume 5,1860152708,9781860152702,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922709,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"The Forsyte feud continues into the next generation with Jolly and Val involved in a drunken bout of fisticuffs.Soames continues to pursue Irene driving her to seek refuge in Paris. Believing that she has a lover, he puts her under surveillance to obtain evidence. Jolyon travels to Paris on the pretext of discussing business and he and Irene spend some time together unaware their movements are being watched... The love affair of Holly and Val continues to flourish despite Jolly daring the young Dartie to enlist and join him in the fight against the Boers. Soames has a plan which will enable Winifred to divorce and be rid of the adulterous Monty if only the erring husband stays away - but will he? Jolyon returns from France to bid farewell to his son and is greeted by another death at Robin Hill."
43123999,7419,The Forsyte Saga Volume 6,1860152716,9781860152719,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922710,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"Soames travels to Paris to make one last attempt to regain Irene and the detective agency think they have found the man involved in the affair.Irene returns to London to seek Jolyon's help and the two become closer while Soames takes out some insurance with Annette's mother.The spurned husband confronts the lovers at Robin Hill in a meeting which verges on violence and as devastating news comes from the Front more young Forsytes prepare to serve their country. The century turns and James, the oldest Forsyte, is sinking fast. Will he survive to hear news of an heir?As the next generation of the family are born the Victorian age comes to an end. The Queen's funeral is witnessed by two newly married Forsyte couples but there is bitter division and little hope of reconciliation."
51774138,7419,A Modern Comedy Trilogy,1518804365,9781518804366,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72141270,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
52997849,7419,Maid in Waiting: Large Print,,9798632449700,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586229281l/52997849._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586229281l/52997849._SX50_.jpg,2020,4,3,,Independently Published,false,79483094,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This sweeping family saga now moves to the lives and loves of the Cherrells in the early 30s, cousins by marriage to the Forsytes. An old English family, their one constant in an age of change and uncertainty is their ancestral home, Condaford Grange. It is especially precious to young Elizabeth Cherrell, or 'Dinny', whose family is everything to her. And when her brother faces extradition to South America, falsely accused of murder, and her cousin is threatened by her mentally unstable husband, Dinny does everything she can to shield them from harm."
43124000,7419,The Forsyte Saga Volume 7,1860152724,9781860152726,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922711,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"Timothy, at just over one hundred years of age, is the last survivor of the ten siblings of Superior Dosset Forsyte. In this latest volume we are introduced to the grandchildren of those Forsytes who first began the Saga. Soames's daughter Fleur is twenty at the start of the 1920s, a bright, wilful and independent spirit who can twist her father around her little finger. There is also Jon, the offspring of Jolyon and Irene, a sensitive and intelligent, though slightly na?ve, young man of the same age. When these two happen to meet, at an art gallery owned by Jolyon's daughter June, it is love at first sight despite the fulsome objections of both sets of parents.This chance encounter is the first time that Soames has seen Irene since the Queens' funeral 19 years before and the old fever still consumes him. His second marriage has been a disappointment and again he may be a cuckold, deceived by the louche Belgian, Prosper Profond. Jon and his mother leave for Spain where Jolyon hopes the trip will end the young man's passionate feelings, while Fleur waits at home and begins to manipulate the adults to get what she wants. Soames, an anguished man, is once more tormented and perplexed by the women in his life."
19129891,7419,Quotations from the Works Of John Galsworthy,1492308196,9781492308195,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,9,5,,Createspace Independent Publishing Platform,false,27164119,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,9,5,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"John Galsworthy OM ( 14 August 1867 - 31 January 1933) was an English novelist and playwright. Notable works include The Forsyte Saga (1906-1921) and its sequels, A Modern Comedy and End of the Chapter. He won the Nobel Prize in Literature in 1932. -wikipedia"
43124002,7419,The Forsyte Saga Volume 8,1860152732,9781860152733,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922713,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"Jon and his mother go to Spain. The son manages to curtail the visit after six weeks. Meanwhile, Jolyon strengthens his relationship with his eldest daughter, June, who reveals that she sympathises with the young lovers. It is June who helps Fleur in her search for the history of the feud within the family. Prosper Profond, who continues to ingratiate himself with the Forsyte clan, inadvertently discloses the truth .Soames, while dealing with the problems in his second marriage, must now enlighten his daughter about the problems in his first. Although in a state of shock herself, Fleur realises that Jon may not know the whole truth and there could still be a chance to get what she wants. Ignoring the lovesick appeals of a besotted Michael Mont she resolves to marry Jon, with or without the approval of their parents."
43124003,7419,The Forsyte Saga Volume 9,1860152740,9781860152740,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922714,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"As Jolyons condition worsens he writes a letter to Jon explaining the history of the feud, intending to use it only as a last resort. The boy eventually reads his fathers 'confession' and Jolyon is brought down by the stress.The young Mont continues to pay court to Fleur. Soames, hedging his bets, researches the boys background and finds that an alliance with the nobility might have its attractions.Jon now knows the truth and believes that Fleur ought to have told him. Irene absolves her son and tells him to do what he must for his happiness.Under Fleurs influence Soames visits Robin Hill for the last time to resolve the emotional checkmate and meets a stubborn Jon who feels he must remain true to his fathers wishes.Fleur is devastated when she receives this news and in a wounded, unstable frame of mind agrees to marry Mont.Timothy, the last remaining Forsyte of the older generation dies and the funeral is attended only by Soames, his clerk and two servants. The furniture and effects of 'Forsyte Change' are sold at auction and three days later Soames visits the Forsyte vault at Highgate cemetery. An airplane 'booms overhead' and the new century envelops him. The sun is on his face and there is nature all around but there is a craving in his heart. Will he ever really appreciate any of the beauty and the loving in the world?"
29541392,7419,Vidiecke sídlo / Na Forsytovskej burze,137201675,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458231029l/29541392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458231029l/29541392._SY75_.jpg,1975,,,slo,Slovenský spisovateľ,false,49841882,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1907,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"The Country House (1907, Venkovské sídlo), román, analýza pokrytectví a konzervatizmu anglických vyšších vrstev, reprezentovaných v románě především rodinou venkovského šlechtice Horáce Peudyce. Konflikt jeho syna Jiřího s rodinnými tradicemi je však vyřešen smírně.<br />Chance on Forsyte's (1930, Na burze Forsytů), soubor povídek s forsytovskou tematikou"
17359564,7419,V Petle,5424131573,9785424131578,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,1,16,,Book on Demand Ltd.,false,24105440,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,1,16,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Dzhon Golsuorsi - vydayuschijsya anglijskij prozaik i dramaturg, odin iz krupnejshih pisatelej-realistov pervoj treti XX veka. V 1932 godu Golsuorsi byla prisuzhdena Nobelevskaya premiya."
29649443,7419,"The Novels, Tales and Plays of John Galsworthy: The Forsyte Saga",1340137658,9781340137656,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,8,24,,Sagwan Press,false,50005474,3,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
42920130,7419,"Histoire des Forsyte, tome 2",2221068815,9782221068816,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66696164,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '276797']","['John Galsworthy', 'Sylvère Monod']","['4.10', '3.98']",[],[],[],
16045851,7419,John Galsworthy (3 Volume Set),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21824486,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
41821229,7419,The Creation of Character in Literature,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,65267431,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
15424057,7419,Author and Critic,0849210445,9780849210440,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1978,1,1,,R. West,false,21080297,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1933,1,1,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
50570834,7419,The Inn of Tranquillity Studies and Essays,0469844906,9780469844902,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579612537l/50570834._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579612537l/50570834._SX50_.jpg,2019,2,26,,Wentworth Press,false,75567594,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
9977287,7419,Concerning Life,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,6219756,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1912,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"John Galsworthy OM (1867-1933) was an English novelist and playwright. He is viewed as one of the first writers of the Edwardian era; challenging in his works some of the ideals of society depicted in the preceeding literature of Victorian England. He won the Nobel Prize for literature in 1932. Notable works include The Forsyte Saga (1906-1921) and its sequels, A Modern Comedy and End of the Chapter. From the Four Winds was Galsworthy's first published work in 1897, a collection of short stories. These, and several subsequent works, were published under the pen name John Sinjohn and it would not be until The Island Pharisees (1904) that he would begin publishing under his own name. His first play, The Silver Box (1906) became a success, and he followed it up with The Man of Property (1906), the first in the Forsyte trilogy. Along with other writers of the time such as Shaw his plays addressed the class system and social issues, two of the best known being Strife (1909) and The Skin Game (1920)."
50915899,7419,The Forsyte Saga: By John Galsworthy - Illustrated,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71297516,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
42930070,7419,The Forsyte Saga (Classic Books on CD Collection) [UNABRIDGED],1606461915,9781606461914,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66711532,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7419', '93931']","['John Galsworthy', 'Flo Gibson']","['4.10', '3.83']",[],[],[],
