id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
3228331,7902,"Гамлет, принц Датский",5170243332,9785170243334,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318577075l/3228331._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318577075l/3228331._SY75_.jpg,2004,,,rus,"AST, Ermak",false,1885548,4652,1088193,2815150,700211,12149,5:271462|4:235402|3:142311|2:38263|1:12773|total:700211,1603,,,4.02,16,0,['947'],['William Shakespeare'],['3.87'],['7902'],['Boris Pasternak'],['4.03'],"Лучшее из произведений Шекспира.<br />Пьеса, о которой писали не сотни - тысячи критиков, философов и историков.<br />Пьеса, не сходившая со сцены со дня ее премьеры - и до наших дней, экранизированная десятки раз, переведенная на все языки мира...<br />""Гамлета"" можно воспринимать как угодно - в духе классики, маньеризма, модернизма, постмодернизма... однако не нашлось еще человека, которого не потрясла бы трагедия о принце Датском..."
36411008,7902,Parole salvate dalle fiamme,8877685522,9788877685520,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507983862l/36411008._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507983862l/36411008._SY75_.jpg,2009,,,ita,Archinto,false,58106192,2,6,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,"['17235389', '7902']","['Varlam Salamov', 'Boris Pasternak']","['4.59', '4.03']",[],[],[],"Nel novembre del 1953, reduce da diciassette anni nel lager della Kolyma, Varlam Salamov va a trovare Boris Pasternak, per cui nutre una stima sconfinata. La corrispondenza e gli incontri con quest’ultimo, incentrati sulle «cose essenziali», cioè sulla creazione artistica e sulla poesia, lo aiutano a riacquistare interesse per la vita."
44073469,7902,Lettere agli amici georgiani,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550667677l/44073469._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550667677l/44073469._SX50_.jpg,1967,6,,ita,Giulio Einaudi editore,false,68531887,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['7902', '18895872']","['Boris Pasternak', 'Georgij Margvelasvili']","['4.03', '4.00']",['4497428'],['Clara Coïsson'],['4.10'],
15763879,7902,El Perro vagabundo. Memorias de escritores rusos.,9789685647,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342911811l/15763879._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342911811l/15763879._SX50_.jpg,2008,,,spa,Filodecaballos,false,21466267,1,10,4,2,0,5:0|4:0|3:0|2:2|1:0|total:2,2008,,,2.00,2,0,"['6446999', '3873', '9759571', '155894', '4452588', '7902', '295231', '5786093']","['Georgi Ivánov', 'Mikhail Bulgakov', 'Anna Ajmátova', 'Ilya Ehrenburg', 'Vladimir Mayakovsky', 'Boris Pasternak', 'Alexander Blok', 'Marina Tsvetaeva']","['2.00', '4.23', '3.81', '4.10', '4.12', '4.03', '4.18', '4.28']",['6447000'],['Jorge Bustamante García'],['3.27'],"El Perro vagabundo era una mítica taberna ubicada en un sótano de San Petersburgo y que estuvo abierta de 1910 a 1914. En ella convivían (y bebían) los principales exponentes de la literatura, el teatro, la danza, la pintura y la intelectualidad rusa de su época. Este libro reúne relatos de encuentros en este sito con: Boris Pasternak, Marina Tsvietáieva, Mijail Bulgákov y Alexandr Blok, en las voces de: Georgi Ivánov, Anna Ajmátova, Ilia Ehrenburg y Vladimir Maiakovski, entre otros."
50747255,7902,Peredelkino,9080880469,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73257002,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Speciale bundel - mede tot stand gekomen dankzij een bijdrage van de Rotterdamse Kunststichting.<br /><br />Vertaling: Petra Couvéé, Leiden<br />Oplade: 500"
17359528,7902,Ohrannaya Gramota,5424130879,9785424130878,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,1,29,,Book on Demand Ltd.,false,24105402,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2013,1,29,3.00,1,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Boris Leonidovich Pasternak (1890 - 1960) - odin iz izvestnejshih russkih poetov i zamechatel'nyj pisatel' poslerevolyutsionnogo perioda. Ego tvorchestvo otmecheno vysokim masterstvom i svoeobraziem, tem, chto Baratynskij nazyval ""litsa ne obschim vyrazhen'em."""
23519195,7902,Sonsuzluk Benimle Var,,9789753041546,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415531715l/23519195._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415531715l/23519195._SY75_.jpg,2004,,,tur,Dünya Kitapları,false,43122508,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2004,1,1,3.00,1,0,['7902'],['Boris Pasternak'],['4.03'],"['9831804', '4642268']","['Kanşaubiy Miziev', 'Ahmet Necdet']","['3.36', '3.77']","Bu kitap, dünya edebiyatında Doktor Jivago romanıyla ünlenen Boris Pasternak'ın çeşitli şiir kitaplarından ve Doktor Jivago'nun 17. bölümünden seçilmiş otuz kadar şiiri bir araya getiriyor. <br /><br />Pasternak'ın seçme şiirlerini Rusça aslından dilimize Kanşaubiy Miziev ve Ahmet Necdet kazandırdı.<br /><br />Şubat<br /><br />Şubat. Al mürekkebi, ağla! <br />Şubat'ı yazarken hıçkır, <br />Karaşın baharda yandıkça <br />Gürültülü vıcık çamur.<br /><br />Faytonu bulmak. Altmış köpek. <br />Tekerlek seslerinde çan. <br />Sağanağın sesi ki yüksek <br />Mürekkep ve gözyaşından.<br /><br />Kömürleşmiş armut gibidir, <br />Kargalar koparıp yine <br />Ağaçlardan suya indirir <br />Yoksul hüznü gözlerine.<br /><br />Kar ki erir, altı kararır, <br />Nârayla deşilir rüzgâr, <br />Şiir hıçkırıkla yazılır, <br />Ve tesadüf doğru çıkar."
29555828,7902,Rok devatenáct set pět,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1947,,,cze,Nakladatelství Svoboda,false,49863603,1,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1927,,,2.00,1,0,['7902'],['Boris Pasternak'],['4.03'],['3309593'],['Bohumil Mathesius'],['3.96'],Veršovaná kronika revoluce roku 1905 napsaná o dvacet let později jako ohlédnutí za léty studia a dramatickým událostmi.
28699419,7902,"Une averse de vers, 40 poèmes de jeunesse",,9782896450084,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453770218l/28699419._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453770218l/28699419._SY75_.jpg,2007,,,fre,Écrits des Forges,false,48907272,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
6254048,7902,Late Poems,095499678X,9780954996789,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6437002,1,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['7902'],['Boris Pasternak'],['4.03'],['1603723'],['Michael Harari'],['2.00'],
52767790,7902,Лирика,569992938X,9785699929382,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,ЭКСМО,false,73129542,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"Поэзия Б.Л. Пастернака - прежде всего познание мира во всем его многообразии, постижение его гармонии, ощущение полноты бытия, удивление перед красотой этого мира. В книгу включены избранные стихотворения поэта."
37884904,7902,Sub Inalta Protectie,9736810038,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515534746l/37884904._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515534746l/37884904._SY75_.jpg,2002,,,rum,Editura Polirom,false,59590889,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Traducere, postfata si note de Maria Dinescu. Din creatia marelui scriitor rus, autorul celebrului „Doctor Jivago” si laureat al Premiului Nobel, volumul cuprinde texte de o factura cu totul deosebita in cadrul literaturii din anii ’30-’40 ai secolului trecut. Este o proza impresionista, proustiana, psihologica, avind teme ca zamislirea si formarea unei constiinte, meandrele sufletului uman, surprins in cele mai subtile manifestari. Impresionanta si originala este aura poetica de aleasa muzicalitate ce transpare din fiecare rind, fraza sau pagina. O serie de particularitati de stil si de limbaj l-au propulsat pe Boris Pasternak in galeria marilor avangardisti. Volumul ilustreaza drumul parcurs de autor, de la impresionismul metaforic si exploziv din tinerete, la echilibrul si calitatea notatiei care il caracterizeaza pe artistul matur."
6699616,7902,Stroku Diktuet Chuvstvo: [Stikhotvorenii︠a︡],5699084215,9785699084210,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6895336,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,1,1,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
44073492,7902,Poesia e vita,8870334589,9788870334586,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550667944l/44073492._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550667944l/44073492._SY75_.jpg,1990,,,ita,Lucarini editore,false,68531924,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7902', '4224648']","['Boris Pasternak', 'Giovanna Spendel']","['4.03', '4.01']",[],[],[],
34351804,7902,Môj život,,8022100854,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487608064l/34351804._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487608064l/34351804._SY75_.jpg,1990,,,slo,Smena,false,55428306,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1983,,,0.00,0,0,"['7902', '9803260', '15094662']","['Boris Pasternak', 'Pavol Števček', 'Jana Želibská']","['4.03', '3.60', '0.0']",['7143579'],['Miroslav Neman'],['3.83'],
12373033,7902,La Belle aveugle,2070303462,9782070303465,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165366l/12373033._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165366l/12373033._SX50_.jpg,1969,10,29,,Gallimard,false,17353421,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1969,10,29,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
29969581,7902,Initialen der Leidenschaft,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,ger,Verlag Volk und Welt,false,50365893,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
18592031,7902,Чтоб не скучали расстояния...: Биография в письмах,5932530057,9785932530054,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380383518l/18592031._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380383518l/18592031._SY75_.jpg,2000,,,rus,Арт-Флекс,false,26336451,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2000,,,0.00,0,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"Публикуемые избранные письма Б.Пастернака охватывают период с 1906 по 1960 год. Письма подобраны составителями так, чтобы читатель увидел в них не только литературный факт, но и почерпнул в них бытовую и автобиографическую информацию, познакомился с размышлениями поэта о творчестве, его отношением к жестокой действительности, проникся его влюбленностью в жизнь и все ее `формы`, над которыми он плачет `от торжества и ликования`."
45726150,7902,Safe Conduct An Autobiography And Other Works,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1959,,,eng,Elek Books,false,70513843,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Contains most of the prose works which preceded Dr. Zhivago, together with a selection of Pasternak's poetry"
5671831,7902,Zhiznʹ Mariny T͡S︡vetaevoĭ do ėmigrat͡s︡ii: dokumentalʹnoe povestvovanie,5942140030,9785942140038,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,,"Izd-vo zhurnala ""Zvezda""",false,5843376,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2002,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
9402091,7902,Luftwege,3379004930,9783379004930,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,14285996,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
1062892,7902,Collected Short Prose,0275503909,9780275503901,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1049503,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
3728555,7902,Rise Now and Fly to Arms,0815318693,9780815318699,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,11,1,,Routledge,false,3772312,2,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1994,11,1,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
6434876,7902,Борис Пастернак и Сергей Бобров: Письма четырех десятилетий,1572010177,9781572010178,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570322465l/6434876._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570322465l/6434876._SY75_.jpg,1996,,,rus,"Dept. of Slavic Languages and Literatures, Stanford University",false,6624405,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1996,,,0.00,0,0,"['7902', '6623291', '19622391', '5989878', '19622392']","['Boris Pasternak', 'Борис Пастернак', 'Sergei Bobrov', 'Сергей Бобров', 'М.А. Рашковская']","['4.03', '4.14', '0.0', '4.00', '0.0']",[],[],[],
372186,7902,"Об искусстве: ""Охранная грамота"" и заметки о художественном творчестве",5210001172,9785210001177,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570323350l/372186._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570323350l/372186._SY75_.jpg,1990,,,rus,Искусство,false,362125,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1990,,,0.00,0,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],
15674205,7902,Val's S Chertovshchinoi: Stikhotvoreniia,5268008412,9785268008418,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21331338,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],
51475527,7902,Le poesie di Jurij Zivago,,9788807530364,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582101743l/51475527._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582101743l/51475527._SY75_.jpg,2018,5,3,ita,Feltrinelli,false,76141448,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Come spiega Clara Strada Janovic nella prefazione al testo, la caratteristica più evidente della struttura de «Il dottor ?ivago» è che si compone di una parte in prosa e di una in versi. I versi del protagonista non sono un'appendice, bensì sono un complemento del racconto in prosa che li precede. Anzi, il rapporto tra le parti del romanzo può essere rovesciato: i versi finali come momento essenziale, rispetto ai quali la narrazione costituisce, a modo di introduzione, la biografia del loro autore, il dottor ?ivago. O di Boris Pasternak? Infatti le poesie del dottor ?ivago sono l'estremo frutto della creatività di Pasternak, l'estremo approdo della sua visione di sé e del mondo, e sono da lui donate al suo eroe."
44073594,7902,Le barriere dell'anima. Corrispondenza con Ol'ga Fréjdenberg.,8811599628,9788811599623,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550669051l/44073594._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550669051l/44073594._SY75_.jpg,1987,10,,ita,Garzanti editore,false,68532090,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1981,,,0.00,0,0,"['7902', '4641112', '3855284']","['Boris Pasternak', 'Luigi Vittorio Nadai', 'Elliot Mossman']","['4.03', '3.72', '4.09']",[],[],[],
26340733,7902,Pasternak: The Essential Poems: Russian Edition,1515308553,9781515308553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442846796l/26340733._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442846796l/26340733._SX50_.jpg,2015,8,1,,Createspace,false,46346100,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,1,0.00,0,0,"['7902', '2892344']","['Boris Pasternak', 'Will Jonson']","['4.03', '3.95']",[],[],[],"Best known in the West for 'Dr Zhivago', in Russia Pasternak is most revered for his graceful and emtoive poetry."
17359699,7902,Nachalo Prozy 1936 Goda,5424133797,9785424133794,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,1,3,,Book on Demand Ltd.,false,24105580,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,1,3,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Boris Leonidovich Pasternak (1890 - 1960) - odin iz izvestnejshih russkih poetov i zamechatel'nyj pisatel' poslerevolyutsionnogo perioda. Ego tvorchestvo otmecheno vysokim masterstvom i svoeobraziem, tem, chto Baratynskij nazyval ""litsa ne obschim vyrazhen'em."""
39091174,7902,Russische verhalen van deze tijd,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,60666988,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
17359698,7902,"Я Понял Жизни Цель: Проза, Стихотворения, Поэмы, Переводы",5424133789,9785424133787,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,1,25,rus,Book on Demand,false,24105579,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,1,25,0.00,0,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"Pytayas' vsegda i vo vsem "" dojti do samoj suti,"" Boris Pasternak, cherpaya tvorcheskie sily iz rannego detstva, dovodit svoj literaturnyj talant do genial'nyh vysot - bud' to proza, poeziya ili perevody. V etom sbornike naryadu s izvestnymi i lyubimymi proizvedeniyami B.Pasternaka (povesti ""Detstvo Lyuvers"" i ""Ohrannaya gramota,"" avtobiograficheskij ocherk ""Lyudi i polozheniya,"" knigi stihotvorenij ""Nachal'naya pora,"" ""Vtoroe rozhdenie,"" ""Temy i variatsii,"" ""Stihi YUriya Zhivago"" i drugie, perevody Verlena, Shekspira, Shelli) predstavleny redko izdavaemye proizvedeniya - roman v stihah ""Spektorskij,"" izbrannye perevody gruzinskih romantikov - Tabidze, Baratashvili, YAshvili, Chikovani."
50918752,7902,Sui treni del mattino,8836816665,9788836816668,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72622951,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1943,,,0.00,0,0,"['7902', '17079967']","['Boris Pasternak', 'Elisa Baglioni']","['4.03', '4.36']",[],[],[],"Quel che per i contemporanei era evidente e ancora oggi costituisce il nucleo irriducibile dell'opera di Boris Pasternak è una prodigiosa e taumaturgica forza sorgiva che egli riesce a liberare persino nei momenti più bui della storia del suo Paese. Si può dire che Pasternak sia sempre interno al flusso della vita, viaggi con esso e catturi i momenti del giorno che meglio la animano e la risvegliano, come indica il titolo della poesia che dà il nome a questa raccolta: Sui treni del mattino. Non soltanto il treno sarà un tropo ricorrente nei suoi versi, uno strumento della modernità attraverso cui penetrare le ampiezze della Russia e conoscerne gli abitanti dalla periferia, ma sarà anche un treno rannij, equivalente in italiano di ""prime ore del giorno"", ""mattino presto"", quando si avverte il passaggio da uno stato assopito all'ipersensibilità percettiva. È cruciale per il poeta cogliere lo stato liminare dei fenomeni... A differenza di Majakovskij, Achmatova, Cvetaeva, Blok, a dispetto di ogni affiato romantico, l'io lirico del poeta è secondario, è dissolto nei versi, non sappiamo quasi nulla di lui, sebbene le poesie siano piene di corporeità, di impulsi sensoriali e sensuali. La natura è presente nel suo essere materia, acquista un corpo, mentre l'io cerca una fuga all'infuori di sé."
7047648,7902,Vtoroe rozhdenie: pisʹma k Z.N. Pasternak,5900540014,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336411419l/7047648._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336411419l/7047648._SX50_.jpg,1993,,,,GRIT,false,7297892,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1993,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
5314516,7902,Лирень,0933884702,9780933884700,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,5381985,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7902', '2283574', '93579', '13542097', '13542098']","['Boris Pasternak', 'Nikolai Aseev', 'Velimir Khlebnikov', 'Григорий Петников', 'Елена Гуро']","['4.03', '3.33', '4.39', '3.00', '4.00']",[],[],[],
52231879,7902,"Meine Schwester - das Leben: Werkausgabe Band 1. Gedichte, Erzählungen, Briefe (Fischer Klassik Plus)",,9783596950188,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,77296875,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7902', '1029660']","['Boris Pasternak', 'Christine Fischer']","['4.03', '4.67']",[],[],[],
43260398,7902,Pasternak Brieven,,9789028282049,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545123416l/43260398._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545123416l/43260398._SY75_.jpg,2019,1,7,nl,Uitgeverij Van Oorschot,false,67138111,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7902'],['Boris Pasternak'],['4.03'],['7256819'],['Petra Couvée'],['3.70'],"Tot het omvangrijke oeuvre dat Boris Pasternak schreef - Dokter Zjivago natuurlijk, maar ook talloze vertalingen van klassieke literatuur - hoort een enorme verzameling brieven, die qua schoonheid niet onderdoen voor de rest van zijn werk. In de vierdelige uitgave van Pasternaks werk in de Russische Bibliotheek mogen diens brieven dan ook niet ontbreken. <br />Pasternak correspondeerde met nationale en internationale grootheden van de kunsten, zoals.... Tussen zijn, ook in de brieven, prachtige stijlbloemen door vallen sporen te ontwaren van de censuur zoals de Sovjet-Unie jarenlang heeft bedreven, en dat maakt Pasternaks brieven niet alleen als literatuur maar ook als tijdsdocument des te interessanter.<br />De selectie is, net als de vertaling, in handen van Petra Couvée. Zij deed uitgebreid onderzoek naar diens leven en oeuvre, en verdiepte zich voor een eerder boek in het ontstaan en de verspreiding van Dokter Zjivago."
28007641,7902,Liriche e prose,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1968,,,ita,Fratelli Fabbri Editori,false,48015160,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7902', '151481']","['Boris Pasternak', 'Rosette C. Lamont']","['4.03', '4.38']",['3033621'],['Ettore Lo Gatto'],['4.13'],"Boris Pasternak - Premio Nobel per la Letteratura 1958<br /><br />""La vita e l'opera di Boris Pasternak"" di Rosette C. Lamont<br /><br />LIRICHE - scelte dalle raccolte seguenti:<br />Un gemello nelle nuvole<br />Oltre le barriere<br />La seconda nascita<br />Sui treni del mattino<br />Vastità terrestre<br />L'anno novecentocinque<br />Spektorskij<br /><br />PROSE <br />""Il tratto di Apelle"" (Apellosova čerta) <br />""Le vie aeree"" (Vozdusnye puti)<br />""Racconto"" (Povest')<br />""Il salvacondotto"" (Ochrannaja gramota)<br />""Chopin"" (Sopin)"
